InstanceID,N,K,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us)
562,11,4,8,27,40,9,27,10,27,0
563,20,4,8,25,39,14,25,16,25,0
564,10,4,8,22,26,8,22,10,22,0
565,16,4,8,23,27,12,23,14,23,0
566,19,4,8,25,37,14,25,16,25,0
567,18,4,8,30,31,14,30,16,30,0
568,16,4,8,26,40,12,26,13,26,0
569,20,4,8,30,39,14,30,17,30,0
570,14,4,8,24,39,11,24,12,24,0
571,31,4,16,1456,1671,21,1456,26,1456,0
572,40,4,16,1409,1737,26,1409,32,1409,0
573,25,4,16,398,485,18,398,22,398,0
574,34,4,16,1582,2013,23,1582,27,1582,0
575,28,4,16,404,445,19,404,23,404,0
576,30,4,16,1425,1993,21,1425,25,1425,0
577,29,4,16,1115,1432,20,1115,24,1115,0
578,32,4,16,1247,1747,21,1248,26,1248,0
579,32,4,16,902,1365,21,902,26,902,0
580,17,4,16,640,844,12,641,15,641,0
581,29,4,16,1258,1503,20,1259,23,1259,0
582,23,4,16,1224,1398,39,1224,20,1224,0
583,27,4,16,543,677,18,544,22,544,0
584,33,4,16,1558,1881,22,1602,27,1602,0
585,31,4,16,1048,1343,21,1048,25,1048,0
586,20,4,16,66,75,15,66,17,66,0
587,27,4,16,680,724,19,685,22,685,0
588,15,4,16,1084,1509,12,1084,14,1084,0
589,26,4,16,142,177,18,142,22,142,0
590,29,4,16,958,1047,20,958,84,958,0
591,32,4,16,1480,1963,22,1482,26,1482,0
592,32,4,16,794,1048,21,794,26,794,0
593,28,4,16,694,874,19,695,23,695,0
594,34,4,16,1521,2265,22,1525,27,1525,0
595,25,4,16,900,1004,17,900,21,900,0
596,28,4,16,1109,1588,19,1109,22,1109,0
597,26,4,16,456,562,18,456,22,456,0
598,31,4,16,1635,1857,22,1635,26,1635,0
599,18,4,16,59,72,14,59,16,59,0
600,24,4,16,581,737,17,584,20,584,0
601,40,4,20,9333,10477,26,9334,32,9334,0
602,36,4,20,8507,9963,23,8519,51,8519,0
603,40,4,20,21324,27895,27,21325,32,21325,0
604,54,4,20,23445,28955,34,23445,42,23445,0
605,37,4,20,5357,5849,24,5357,32,5357,0
606,53,4,20,9021,12086,33,9021,42,9021,0
607,41,4,20,3300,3833,26,3301,33,3301,0
608,37,4,20,3468,4130,25,3468,29,3468,0
609,41,4,20,20621,29406,27,20621,32,20621,0
610,43,4,20,14849,24420,29,14856,34,14856,0
611,43,4,20,15355,20808,28,15373,33,15373,0
612,37,4,20,22047,25686,25,22047,29,22047,0
613,29,4,20,2922,4277,19,2922,24,2922,0
614,33,4,20,21831,23872,22,21945,27,21945,0
615,35,4,20,21944,26166,24,22029,29,22029,0
616,33,4,20,24704,27259,22,24905,27,24905,0
617,20,4,20,3672,4778,15,3727,17,3727,0
618,38,4,20,8650,11802,25,8652,29,8652,0
619,30,4,20,18249,21522,20,18250,76,18250,0
620,39,4,20,23231,27738,25,23231,32,23231,0
621,27,4,20,923,1215,19,923,23,923,0
622,47,4,20,20134,27004,31,20134,38,20134,0
623,37,4,20,688,944,24,688,29,688,0
624,41,4,20,20404,22835,27,20404,32,20404,0
625,37,4,20,21476,24712,25,21476,29,21476,0
626,34,4,20,10083,10265,23,10083,27,10083,0
627,36,4,20,6794,10772,24,6794,30,6794,0
628,49,4,20,8324,9652,30,8324,38,8324,0
629,32,4,20,2228,2796,22,2229,27,2229,0
630,39,4,20,2105,2538,26,2105,30,2105,0
631,29,8,8,30,47,28,30,29,30,0
632,30,8,8,26,33,24,26,29,26,0
633,32,8,8,30,38,27,30,30,30,0
634,26,8,8,22,36,22,22,25,22,0
635,37,8,8,21,29,29,21,83,21,0
636,31,8,8,24,37,25,24,30,24,0
637,33,8,8,30,41,27,30,32,30,0
638,25,8,8,20,28,21,20,26,20,0
639,37,8,8,25,36,29,25,34,25,0
640,32,8,8,29,42,30,29,33,29,0
641,34,8,8,27,34,28,27,32,27,0
642,29,8,8,24,30,24,24,28,24,0
643,32,8,8,25,38,26,25,30,25,0
644,32,8,8,23,35,26,23,30,23,0
645,29,8,8,29,43,24,29,28,29,0
646,29,8,8,20,30,24,20,29,20,0
647,26,8,8,27,41,22,28,26,28,0
648,31,8,8,25,39,26,25,29,25,0
649,31,8,8,28,43,25,28,30,28,0
650,29,8,8,25,29,25,25,28,25,0
651,35,8,8,21,27,28,21,33,21,0
652,32,8,8,30,42,54,30,30,30,0
653,22,8,8,20,25,20,22,22,22,0
654,32,8,8,29,31,26,29,93,29,0
655,29,8,8,25,31,25,25,27,25,0
656,38,8,8,20,28,30,20,35,20,0
657,29,8,8,20,31,23,20,28,20,0
658,28,8,8,25,37,23,25,27,25,0
659,24,8,8,24,33,21,25,24,25,0
660,25,8,8,28,42,21,28,25,28,0
661,60,8,16,724,1076,46,724,55,724,0
662,53,8,16,790,1209,42,790,50,790,0
663,50,8,16,482,607,40,483,47,483,0
664,64,8,16,576,683,49,576,57,576,0
665,56,8,16,510,594,97,510,54,510,0
666,50,8,16,595,943,39,595,46,595,0
667,49,8,16,454,563,38,455,46,455,0
668,65,8,16,617,893,49,617,58,617,0
669,49,8,16,147,188,39,148,45,148,0
670,64,8,16,406,492,49,406,55,406,0
671,65,8,16,466,737,50,466,55,466,0
672,50,8,16,750,951,39,755,45,755,0
673,66,8,16,788,1077,49,788,59,788,0
674,60,8,16,433,493,45,433,53,433,0
675,34,8,16,136,172,33,136,32,136,0
676,58,8,16,274,363,43,274,51,274,0
677,61,8,16,734,986,47,734,54,734,0
678,55,8,16,689,832,42,689,49,689,0
679,43,8,16,494,709,49,494,46,494,0
680,50,8,16,365,580,42,365,49,365,0
681,44,8,16,254,373,36,254,41,254,0
682,50,8,16,193,271,40,193,45,193,0
683,59,8,16,655,1086,45,656,57,656,0
684,61,8,16,526,848,46,526,55,526,0
685,60,8,16,611,930,47,611,57,611,0
686,55,8,16,372,573,44,372,50,372,0
687,63,8,16,397,596,48,397,59,397,0
688,45,8,16,413,512,36,413,70,413,0
689,53,8,16,758,1193,42,758,49,758,0
690,43,8,16,282,405,35,282,41,282,0
691,86,8,20,12126,14993,3214,12126,85,12126,0
692,67,8,20,2097,3096,54,2098,62,2098,0
693,64,8,20,1373,1944,50,1373,57,1373,0
694,86,8,20,13089,18416,66,13089,76,13089,0
695,81,8,20,6412,7971,61,6412,74,6412,0
696,91,8,20,10356,14269,69,10356,101,10356,0
697,68,8,20,1277,1998,51,1277,64,1277,0
698,69,8,20,12302,16113,52,12303,63,12303,0
699,75,8,20,10452,16770,57,10458,66,10458,0
700,69,8,20,9406,11942,53,9515,61,9515,0
701,54,8,20,1332,2131,42,1332,49,1332,0
702,96,8,20,6529,9720,70,6529,88,6529,0
703,64,8,20,9400,11986,49,9401,61,9401,0
704,47,8,20,1738,2457,43,1739,45,1739,0
705,46,8,20,2149,3107,63,2149,45,2149,0
706,56,8,20,2141,3029,44,2144,50,2144,0
707,75,8,20,4431,5654,56,4431,70,4431,0
708,64,8,20,1465,1908,48,1465,58,1465,0
709,81,8,20,13000,18746,60,13000,74,13000,0
710,80,8,20,11806,18856,58,11806,74,11806,0
711,84,8,20,9093,12474,62,9093,80,9093,0
712,72,8,20,12467,19163,54,12467,63,12467,0
713,63,8,20,394,470,47,394,81,394,0
714,95,8,20,9389,12080,70,9389,84,9389,0
715,84,8,20,7085,9283,130,7085,76,7085,0
716,72,8,20,7356,9292,54,7357,68,7357,0
717,60,8,20,1069,1768,46,1069,57,1069,0
718,80,8,20,9691,15133,59,9691,69,9691,0
719,75,8,20,12436,17180,57,12436,72,12436,0
720,70,8,20,11863,15092,54,11878,86,11878,0
721,14,2,8,39,39,10,39,9,39,0
722,10,2,8,36,43,6,36,7,36,0
723,5,2,8,30,30,4,30,4,30,0
724,9,2,8,36,36,6,36,6,36,0
725,9,2,8,34,45,6,34,6,34,0
726,6,2,8,34,38,4,34,5,34,0
727,5,2,8,37,46,3,37,4,37,0
728,4,2,8,38,39,3,38,3,38,0
729,5,2,8,30,31,4,30,4,30,0
730,7,2,8,31,32,4,32,6,32,0
731,6,2,8,31,35,4,31,4,31,0
732,5,2,8,40,55,3,40,4,40,0
733,5,2,8,40,44,4,40,4,40,0
734,6,2,8,39,40,4,39,5,39,0
735,11,2,8,31,39,6,31,7,31,0
736,11,2,8,40,43,7,40,7,40,0
737,9,2,8,40,42,6,40,7,40,0
738,9,2,8,40,41,5,40,7,40,0
739,8,2,8,36,40,5,36,6,36,0
740,9,2,8,39,40,5,40,6,40,0
741,6,2,8,36,37,4,36,5,36,0
742,8,2,8,34,49,5,34,6,34,0
743,5,2,8,35,35,4,35,4,35,0
744,9,2,8,33,33,6,33,7,33,0
745,10,2,8,36,36,6,36,7,36,0
746,11,2,8,35,40,6,35,8,35,0
747,11,2,8,34,37,6,34,8,34,0
748,11,2,8,30,33,7,30,8,30,0
749,9,2,8,36,36,5,36,6,36,0
750,9,2,8,36,37,6,36,6,36,0
751,22,2,16,3247,3274,12,3247,15,3247,0
752,15,2,16,963,979,8,963,10,963,0
753,11,2,16,553,572,7,553,8,553,0
754,8,2,16,158,171,5,160,6,160,0
755,17,2,16,1416,2038,9,1416,11,1416,0
756,15,2,16,1024,1171,9,1024,10,1024,0
757,20,2,16,2955,2990,11,2955,14,2955,0
758,20,2,16,2090,2527,11,2090,14,2090,0
759,18,2,16,1770,2293,10,1770,13,1770,0
760,16,2,16,2915,2950,9,2915,11,2915,0
761,11,2,16,2431,2589,7,2436,8,2436,0
762,14,2,16,1993,2831,9,1993,9,1993,0
763,17,2,16,1064,1282,9,1075,13,1075,0
764,22,2,16,673,691,13,673,15,673,0
765,22,2,16,1807,2085,12,1807,15,1807,0
766,13,2,16,2691,3322,8,2731,9,2731,0
767,12,2,16,828,928,7,828,8,828,0
768,18,2,16,1685,2255,9,1685,13,1685,0
769,19,2,16,1130,1213,10,1130,14,1130,0
770,17,2,16,3193,3502,9,3195,12,3195,0
771,11,2,16,682,728,7,682,8,682,0
772,15,2,16,2347,2810,9,2350,10,2350,0
773,14,2,16,1574,1719,8,1574,37,1574,0
774,19,2,16,1587,1821,11,1587,13,1587,0
775,10,2,16,2778,3535,6,2778,7,2778,0
776,16,2,16,2288,2856,8,2293,11,2293,0
777,12,2,16,334,354,7,336,8,336,0
778,15,2,16,2021,2044,9,2021,10,2021,0
779,20,2,16,3037,3152,11,3040,15,3040,0
780,27,2,16,2983,3087,15,2983,18,2983,0
781,11,2,20,97,107,8,97,8,97,0
782,20,2,20,2888,2985,10,2890,14,2890,0
783,14,2,20,33071,43299,9,33071,9,33071,0
784,23,2,20,14011,14728,11,14011,16,14011,0
785,26,2,20,16926,17380,14,16932,18,16932,0
786,16,2,20,2580,3063,10,2589,11,2589,0
787,29,2,20,52314,52349,16,52314,20,52314,0
788,21,2,20,21873,30846,12,21878,14,21878,0
789,19,2,20,21560,24678,10,21714,14,21714,0
790,34,2,20,44764,46295,18,44764,25,44764,0
791,18,2,20,46179,66195,10,46179,12,46179,0
792,24,2,20,44433,45698,13,44612,17,44612,0
793,26,2,20,14538,14623,14,14538,17,14538,0
794,23,2,20,35910,43815,12,35911,16,35911,0
795,31,2,20,14777,15078,16,14777,20,14777,0
796,25,2,20,41169,45018,13,41169,17,41169,0
797,25,2,20,33481,46641,14,33481,17,33481,0
798,27,2,20,20456,25215,14,20456,19,20456,0
799,17,2,20,10653,11624,9,10654,12,10654,0
800,19,2,20,47398,48662,10,47398,13,47398,0
801,18,2,20,20539,22045,10,20539,12,20539,0
802,17,2,20,4431,5526,10,4431,12,4431,0
803,28,2,20,47372,52955,15,47372,19,47372,0
804,26,2,20,4357,4911,14,4357,17,4357,0
805,21,2,20,2745,2793,11,2745,14,2745,0
806,19,2,20,8682,8764,11,8683,14,8683,0
807,23,2,20,34822,38745,12,34822,16,34822,0
808,15,2,20,3691,4679,8,3691,10,3691,0
809,21,2,20,23757,24695,11,23800,60,23800,0
810,26,2,20,22560,23670,13,22560,18,22560,0
811,9,3,8,40,58,9,40,9,40,0
812,13,3,8,36,40,10,37,11,37,0
813,9,3,8,33,44,7,33,8,33,0
814,15,3,8,33,42,11,33,12,33,0
815,8,3,8,34,42,7,34,8,34,0
816,11,3,8,39,49,8,39,9,39,0
817,16,3,8,36,42,12,36,16,36,0
818,14,3,8,35,45,11,35,12,35,0
819,17,3,8,32,44,11,32,14,32,0
820,13,3,8,40,42,10,40,11,40,0
821,11,3,8,37,40,8,37,9,37,0
822,12,3,8,38,52,9,39,10,39,0
823,12,3,8,35,44,9,35,10,35,0
824,8,3,8,31,37,6,31,7,31,0
825,12,3,8,38,42,10,38,10,38,0
826,14,3,8,36,41,10,36,11,36,0
827,16,3,8,35,37,11,36,13,36,0
828,19,3,8,40,41,12,40,15,40,0
829,13,3,8,35,36,10,35,11,35,0
830,15,3,8,40,44,11,40,12,40,0
831,11,3,8,33,42,8,33,9,33,0
832,12,3,8,31,34,9,31,10,31,0
833,15,3,8,36,50,10,36,12,36,0
834,10,3,8,40,53,8,40,8,40,0
835,21,3,8,34,42,13,34,17,34,0
836,16,3,8,39,40,11,39,12,39,0
837,10,3,8,37,54,7,37,9,37,0
838,13,3,8,31,32,10,31,11,31,0
839,14,3,8,38,41,10,38,11,38,0
840,13,3,8,34,43,9,34,11,34,0
841,21,3,16,1431,1777,14,1431,18,1431,0
842,22,3,16,104,143,14,104,17,104,0
843,24,3,16,1889,2435,16,1889,19,1889,0
844,30,3,16,1976,2333,46,1976,24,1976,0
845,18,3,16,2021,2310,13,2021,15,2021,0
846,23,3,16,1650,1673,16,1652,18,1652,0
847,17,3,16,165,181,84,165,14,165,0
848,21,3,16,353,401,14,353,17,353,0
849,23,3,16,1723,1875,15,1723,19,1723,0
850,23,3,16,1252,1322,15,1253,18,1253,0
851,19,3,16,957,1209,13,958,16,958,0
852,25,3,16,925,941,16,925,20,925,0
853,23,3,16,819,899,15,819,18,819,0
854,17,3,16,142,147,11,142,14,142,0
855,20,3,16,1960,2316,14,1960,16,1960,0
856,32,3,16,936,950,21,937,24,937,0
857,19,3,16,2096,2795,13,2097,16,2097,0
858,23,3,16,1824,2491,15,1824,19,1824,0
859,31,3,16,1759,1913,72,1759,24,1759,0
860,22,3,16,1702,2054,14,1702,18,1702,0
861,23,3,16,262,274,15,270,19,270,0
862,14,3,16,97,152,10,97,12,97,0
863,19,3,16,1090,1133,13,1090,17,1090,0
864,16,3,16,637,749,11,656,13,656,0
865,27,3,16,2107,2957,17,2107,20,2107,0
866,28,3,16,1891,1965,18,1892,-1641966,1892,0
867,32,3,16,1072,1490,20,1072,63,1072,0
868,21,3,16,2113,2533,15,2113,17,2113,0
869,31,3,16,1779,1989,19,1779,28,1779,0
870,23,3,16,648,682,14,648,18,648,0
871,33,3,20,11818,19007,20,11821,26,11821,0
872,32,3,20,19433,25408,19,19433,24,19433,0
873,39,3,20,29012,31336,25,29012,29,29012,0
874,26,3,20,34888,37610,17,34908,20,34908,0
875,33,3,20,3766,4006,21,3766,26,3766,0
876,25,3,20,23313,33579,16,23343,20,23343,0
877,33,3,20,14086,16538,20,14086,25,14086,0
878,31,3,20,14697,16381,19,14700,25,14700,0
879,25,3,20,29166,34754,17,29167,20,29167,0
880,27,3,20,24189,31028,17,24202,21,24202,0
881,25,3,20,8975,10966,16,8976,19,8976,0
882,26,3,20,18657,23795,17,18657,20,18657,0
883,37,3,20,17411,18280,23,17411,28,17411,0
884,31,3,20,12478,13010,19,12480,24,12480,0
885,34,3,20,13353,18900,20,13353,25,13353,0
886,29,3,20,3149,3190,18,3150,22,3150,0
887,29,3,20,9003,12125,19,9003,22,9003,0
888,34,3,20,21411,27156,21,21413,26,21413,0
889,36,3,20,30393,39567,22,30393,47,30393,0
890,38,3,20,22049,24381,23,22183,29,22183,0
891,39,3,20,33489,42353,23,33489,29,33489,0
892,27,3,20,20066,28126,18,20066,22,20066,0
893,25,3,20,4309,5368,16,4310,21,4310,0
894,28,3,20,14964,18435,18,14964,22,14964,0
895,26,3,20,24324,31185,16,24442,20,24442,0
896,26,3,20,5400,6483,17,5400,21,5400,0
897,26,3,20,22424,25402,17,22428,20,22428,0
898,26,3,20,27749,33262,29,27749,23,27749,0
899,31,3,20,5261,6584,19,5261,24,5261,0
900,30,3,20,13935,14994,19,13935,23,13935,0
901,18,4,8,36,38,15,36,15,36,0
902,15,4,8,34,46,11,34,14,34,0
903,22,4,8,40,55,15,40,65,40,0
904,23,4,8,38,53,16,38,19,38,0
905,14,4,8,40,55,11,40,13,40,0
906,15,4,8,37,45,11,37,13,37,0
907,11,4,8,35,37,9,35,10,35,0
908,15,4,8,38,49,12,38,13,38,0
909,21,4,8,37,41,15,37,18,37,0
910,24,4,8,40,56,16,40,21,40,0
911,16,4,8,34,44,12,34,14,34,0
912,14,4,8,30,44,10,30,12,30,0
913,19,4,8,38,39,13,38,15,38,0
914,23,4,8,40,52,16,40,19,40,0
915,22,4,8,40,58,15,40,18,40,0
916,17,4,8,30,39,12,30,15,30,0
917,20,4,8,37,38,14,37,17,37,0
918,19,4,8,34,38,14,34,15,34,0
919,22,4,8,34,52,16,34,17,34,0
920,18,4,8,39,57,13,39,15,39,0
921,19,4,8,32,46,12,32,16,32,0
922,13,4,8,34,52,10,34,11,34,0
923,14,4,8,38,62,11,38,11,38,0
924,18,4,8,37,41,13,37,16,37,0
925,11,4,8,34,41,9,34,134,34,0
926,25,4,8,35,43,18,35,22,35,0
927,22,4,8,33,39,16,33,18,33,0
928,13,4,8,33,50,10,33,12,33,0
929,16,4,8,36,52,12,36,13,36,0
930,15,4,8,31,45,11,31,46,31,0
931,31,4,16,337,493,20,337,26,337,0
932,37,4,16,1506,1840,24,1506,30,1506,0
933,22,4,16,208,225,15,208,19,208,0
934,26,4,16,94,141,18,94,20,94,0
935,26,4,16,904,1342,18,904,21,904,0
936,28,4,16,888,1003,19,888,23,888,0
937,28,4,16,1125,1807,19,1126,22,1126,0
938,30,4,16,582,779,20,582,24,582,0
939,38,4,16,1543,1846,25,1543,30,1543,0
940,29,4,16,618,630,19,618,24,618,0
941,40,4,16,601,832,26,601,31,601,0
942,20,4,16,1560,2294,15,1568,17,1568,0
943,36,4,16,1332,1575,23,1332,28,1332,0
944,25,4,16,257,283,17,257,21,257,0
945,34,4,16,1636,2253,21,1637,27,1637,0
946,36,4,16,1427,1655,23,1427,28,1427,0
947,36,4,16,1213,1731,24,1213,29,1213,0
948,33,4,16,506,585,22,506,26,506,0
949,29,4,16,704,808,20,704,24,704,0
950,36,4,16,989,1498,24,989,28,989,0
951,29,4,16,694,871,97,694,27,694,0
952,30,4,16,1429,1753,20,1429,25,1429,0
953,27,4,16,508,762,19,508,22,508,0
954,22,4,16,422,578,15,422,19,422,0
955,26,4,16,331,514,18,331,21,331,0
956,28,4,16,248,359,19,248,22,248,0
957,34,4,16,1155,1290,21,1155,27,1155,0
958,38,4,16,969,1248,24,969,30,969,0
959,21,4,16,357,406,15,363,18,363,0
960,17,4,16,370,497,12,374,15,374,0
961,30,4,20,121,153,19,121,24,121,0
962,40,4,20,6335,10307,25,6335,31,6335,0
963,34,4,20,12944,17073,22,13002,27,13002,0
964,39,4,20,13185,19893,25,13195,31,13195,0
965,49,4,20,13908,16488,31,13908,38,13908,0
966,32,4,20,7821,10605,21,7822,26,7822,0
967,38,4,20,15860,22087,24,15860,30,15860,0
968,35,4,20,4452,5923,23,4457,38,4457,0
969,38,4,20,5669,5724,24,5673,85,5673,0
970,43,4,20,11869,12279,28,11869,34,11869,0
971,40,4,20,10527,12767,26,10527,31,10527,0
972,41,4,20,8516,9340,26,8516,32,8516,0
973,38,4,20,16794,23725,24,16794,30,16794,0
974,33,4,20,5453,6235,22,5453,28,5453,0
975,40,4,20,5744,6915,25,5744,31,5744,0
976,32,4,20,8431,11079,21,8432,26,8432,0
977,41,4,20,21323,31109,26,21323,32,21323,0
978,30,4,20,15607,18114,20,15607,25,15607,0
979,39,4,20,13130,14202,25,13131,30,13131,0
980,38,4,20,25154,36587,24,25188,30,25188,0
981,35,4,20,21816,33268,24,21816,28,21816,0
982,36,4,20,21613,34891,24,21614,6708,21614,0
983,18,4,20,78,91,30,78,22,78,0
984,32,4,20,16990,21630,23,17018,26,17018,0
985,55,4,20,13758,15140,34,13758,43,13758,0
986,37,4,20,5148,5451,26,5149,30,5149,0
987,45,4,20,25909,28179,30,25909,36,25909,0
988,26,4,20,6076,9034,19,6108,23,6108,0
989,42,4,20,17992,27500,27,17992,32,17992,0
990,36,4,20,9519,13444,24,9519,29,9519,0
991,34,8,8,40,53,30,40,33,40,0
992,39,8,8,37,50,32,37,39,37,0
993,37,8,8,35,49,33,36,37,36,0
994,32,8,8,35,43,27,35,31,35,0
995,30,8,8,35,59,26,35,30,35,0
996,36,8,8,34,40,30,34,64,34,0
997,38,8,8,35,40,30,35,36,35,0
998,36,8,8,38,46,29,39,33,39,0
999,32,8,8,31,47,26,31,32,31,0
1000,40,8,8,32,39,31,32,39,32,0
1001,30,8,8,32,41,25,32,29,32,0
1002,33,8,8,39,51,27,40,32,40,0
1003,37,8,8,37,57,30,37,36,37,0
1004,34,8,8,33,52,28,33,33,33,0
1005,23,8,8,30,41,20,30,23,30,0
1006,33,8,8,33,41,26,33,33,33,0
1007,46,8,8,33,43,34,33,43,33,0
1008,29,8,8,40,53,24,40,28,40,0
1009,36,8,8,34,45,29,34,34,34,0
1010,32,8,8,34,42,28,34,31,34,0
1011,32,8,8,36,49,27,36,122,36,0
1012,31,8,8,36,52,26,36,29,36,0
1013,33,8,8,32,47,27,32,32,32,0
1014,33,8,8,37,52,28,37,32,37,0
1015,29,8,8,35,53,24,35,35,35,0
1016,42,8,8,38,53,33,38,42,38,0
1017,28,8,8,34,55,27,35,28,35,0
1018,32,8,8,32,49,28,32,30,32,0
1019,33,8,8,30,37,26,30,31,30,0
1020,29,8,8,36,52,24,36,28,36,0
1021,31,8,16,61,100,25,61,30,61,0
1022,51,8,16,509,725,40,509,46,509,0
1023,48,8,16,360,476,38,360,43,360,0
1024,52,8,16,731,947,42,735,49,735,0
1025,47,8,16,753,1258,56,753,43,753,0
1026,36,8,16,160,187,30,160,34,160,0
1027,43,8,16,362,475,35,364,42,364,0
1028,49,8,16,253,329,38,253,45,253,0
1029,49,8,16,337,442,39,337,44,337,0
1030,52,8,16,490,737,41,491,48,491,0
1031,52,8,16,161,214,41,161,51,161,0
1032,46,8,16,418,539,37,418,45,418,0
1033,72,8,16,803,1085,55,803,65,803,0
1034,50,8,16,129,171,40,129,46,129,0
1035,72,8,16,443,671,54,443,63,443,0
1036,46,8,16,220,328,41,220,46,220,0
1037,55,8,16,812,1147,43,812,51,812,0
1038,52,8,16,231,338,42,232,48,232,0
1039,50,8,16,523,810,40,526,48,526,0
1040,56,8,16,610,982,43,610,50,610,0
1041,55,8,16,474,800,43,474,51,474,0
1042,44,8,16,92,136,34,92,41,92,0
1043,60,8,16,552,745,47,552,53,552,0
1044,58,8,16,568,824,45,568,52,568,0
1045,53,8,16,135,179,40,135,47,135,0
1046,56,8,16,649,770,82,649,54,649,0
1047,49,8,16,510,645,40,510,44,510,0
1048,55,8,16,221,298,43,221,54,221,0
1049,57,8,16,332,453,44,332,53,332,0
1050,70,8,16,665,811,52,665,64,665,0
1051,71,8,20,6878,11425,53,6878,64,6878,0
1052,56,8,20,240,286,44,240,53,240,0
1053,85,8,20,7997,11423,63,7997,76,7997,0
1054,66,8,20,3029,4726,134,3029,89,3029,0
1055,65,8,20,2298,3056,51,2298,62,2298,0
1056,71,8,20,3314,4031,55,3315,64,3315,0
1057,71,8,20,11350,14483,54,11350,68,11350,0
1058,87,8,20,7955,10994,63,7955,75,7955,0
1059,76,8,20,7877,9434,58,7877,72,7877,0
1060,69,8,20,7724,9958,53,7724,62,7724,0
1061,78,8,20,12950,16447,60,12950,71,12950,0
1062,79,8,20,8190,12956,77,8190,71,8190,0
1063,73,8,20,10214,15003,57,10214,66,10214,0
1064,67,8,20,6552,8073,62,6552,62,6552,0
1065,73,8,20,12187,16975,56,12188,65,12188,0
1066,53,8,20,621,865,43,621,49,621,0
1067,78,8,20,4219,5884,60,4219,71,4219,0
1068,83,8,20,6598,8758,63,6598,72,6598,0
1069,76,8,20,11099,12815,58,11100,68,11100,0
1070,79,8,20,12867,15541,77,12867,74,12867,0
1071,76,8,20,6232,9827,58,6232,71,6232,0
1072,76,8,20,12776,14618,58,12776,70,12776,0
1073,57,8,20,761,1124,43,761,54,761,0
1074,78,8,20,10647,14117,57,10653,69,10653,0
1075,79,8,20,8941,14587,59,8942,77,8942,0
1076,48,8,20,493,635,38,494,49,494,0
1077,64,8,20,3185,3891,48,3185,57,3185,0
1078,63,8,20,1723,2457,72,1723,57,1723,0
1079,80,8,20,8279,10600,60,8280,75,8280,0
1080,72,8,20,5414,6945,55,5493,65,5493,0
1081,10,2,8,46,46,8,46,7,46,0
1082,10,2,8,45,59,7,45,7,45,0
1083,12,2,8,45,46,8,45,9,45,0
1084,9,2,8,49,63,6,49,7,49,0
1085,5,2,8,46,46,4,46,4,46,0
1086,13,2,8,49,62,8,49,9,49,0
1087,8,2,8,49,53,6,49,6,49,0
1088,11,2,8,44,46,7,44,8,44,0
1089,9,2,8,48,58,6,48,6,48,0
1090,10,2,8,48,51,6,48,7,48,0
1091,8,2,8,43,43,5,43,5,43,0
1092,8,2,8,47,52,5,49,6,49,0
1093,8,2,8,50,57,5,50,6,50,0
1094,11,2,8,49,52,6,49,7,49,0
1095,8,2,8,47,53,5,47,6,47,0
1096,10,2,8,49,50,6,50,7,50,0
1097,7,2,8,50,54,4,51,5,51,0
1098,8,2,8,47,62,6,47,6,47,0
1099,12,2,8,49,49,7,49,8,49,0
1100,8,2,8,41,46,5,41,6,41,0
1101,9,2,8,40,51,6,40,6,40,0
1102,9,2,8,47,47,65,47,7,47,0
1103,10,2,8,49,51,6,49,8,49,0
1104,10,2,8,49,51,6,49,7,49,0
1105,8,2,8,41,46,5,41,6,41,0
1106,8,2,8,42,52,6,42,6,42,0
1107,10,2,8,42,42,6,42,7,42,0
1108,9,2,8,48,48,6,48,7,48,0
1109,12,2,8,41,44,7,41,9,41,0
1110,6,2,8,42,44,5,42,5,42,0
1111,13,2,16,239,239,8,240,9,240,0
1112,16,2,16,2825,3276,9,2902,11,2902,0
1113,18,2,16,1841,1853,10,1841,13,1841,0
1114,12,2,16,596,598,8,596,8,596,0
1115,15,2,16,2071,2160,9,2078,10,2078,0
1116,13,2,16,819,833,8,819,23,819,0
1117,23,2,16,1192,1307,13,1192,16,1192,0
1118,17,2,16,3270,3496,10,3271,12,3271,0
1119,13,2,16,1118,1166,8,1126,9,1126,0
1120,20,2,16,1725,1745,11,1725,14,1725,0
1121,9,2,16,362,364,6,362,7,362,0
1122,9,2,16,456,458,6,456,7,456,0
1123,10,2,16,353,384,7,353,8,353,0
1124,10,2,16,1712,1798,6,1712,7,1712,0
1125,15,2,16,2789,2852,8,2789,10,2789,0
1126,20,2,16,2574,2575,21,2576,16,2576,0
1127,23,2,16,2592,2656,13,2592,15,2592,0
1128,18,2,16,1898,1958,10,1913,13,1913,0
1129,9,2,16,2997,3573,6,2997,6,2997,0
1130,20,2,16,3102,3132,11,3102,17,3102,0
1131,13,2,16,841,1123,8,841,9,841,0
1132,9,2,16,2507,3529,6,2507,19,2507,0
1133,19,2,16,2814,3854,11,2814,13,2814,0
1134,18,2,16,3039,3178,9,3058,12,3058,0
1135,20,2,16,2392,2392,11,2392,14,2392,0
1136,19,2,16,845,911,10,845,13,845,0
1137,19,2,16,2222,2243,10,2222,13,2222,0
1138,15,2,16,530,552,8,530,10,530,0
1139,9,2,16,133,143,6,134,7,134,0
