InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us),Genetic_MaxGroupSum,Genetic_Time(us)
742,16,4,8,406,470,8,409,9,408,61,406,26,409,357
743,16,4,8,454,559,7,461,8,460,55,454,6751,461,388
744,16,4,8,527,568,8,539,9,536,59,527,506,539,387
745,16,4,8,518,579,7,526,8,521,57,518,3242,526,356
746,16,4,16,106322,134890,7,107951,9,109484,56,106322,13905,107951,363
747,16,4,16,156831,171505,7,159570,9,160894,59,156831,56054,159570,379
748,16,4,16,165485,179829,7,168506,8,168836,58,165485,116303,168506,376
749,16,4,16,122400,139828,8,123393,8,122786,62,122400,4539,123393,461
750,16,4,16,135810,159271,10,137129,15,136391,83,135810,10806,137129,371
751,17,4,4,42,45,8,42,9,42,62,42,9,42,367
752,17,4,4,35,38,8,35,9,35,59,35,9,35,371
753,17,4,4,36,41,7,37,9,37,57,36,131,37,354
754,17,4,4,45,49,8,45,9,45,58,45,9,45,364
755,17,4,4,36,38,8,36,9,36,75,36,14,36,371
756,17,4,8,548,591,8,562,9,554,59,548,45421,562,396
757,17,4,8,571,649,8,579,10,576,64,571,2998,579,380
758,17,4,8,524,592,8,532,9,534,59,524,6202,532,377
759,17,4,8,425,515,8,432,9,433,61,425,2108,432,372
760,17,4,8,502,580,8,507,10,507,60,502,804,507,374
761,17,4,16,149493,161847,7,154608,9,151052,59,149493,226200,154608,386
762,17,4,16,129887,162683,8,131256,9,133872,63,129887,143533,131256,381
763,17,4,16,141884,151755,8,144240,10,147122,62,141884,24124,143974,553
764,17,4,16,152957,161252,8,158489,9,156290,62,152957,87638,155072,406
765,17,4,16,156129,164768,8,169403,9,157078,65,156129,5554,168703,459
766,18,4,4,38,41,8,38,10,38,63,38,9,38,400
767,18,4,4,36,44,8,37,9,37,70,36,352,37,385
768,18,4,4,33,35,8,33,10,33,62,33,9,33,382
769,18,4,4,38,44,8,38,10,38,60,38,9,38,386
770,18,4,4,32,39,8,32,9,32,60,32,9,32,413
771,18,4,8,624,687,8,656,15,636,83,624,3082,650,388
772,18,4,8,575,719,8,591,10,577,92,575,117,577,1543
773,18,4,8,688,778,8,720,9,713,60,688,9573,720,461
774,18,4,8,614,705,14,626,15,622,91,614,4641,626,405
775,18,4,8,477,556,8,488,10,482,64,477,10854,488,382
776,18,4,16,141430,154053,8,147832,10,142045,63,141430,26789,147832,423
777,18,4,16,182612,197703,8,187062,10,184825,65,182612,469943,187062,394
778,18,4,16,146406,153473,8,150410,10,147211,65,146406,156262,150410,410
779,18,4,16,165197,180109,8,167071,10,165553,71,165197,51248,167071,413
780,18,4,16,134315,154999,11,135151,11,134997,67,134315,103760,135151,409
781,19,4,4,32,39,9,32,11,32,67,32,10,32,397
782,19,4,4,39,46,8,39,9,39,83,39,10,39,393
783,19,4,4,36,40,16,36,10,36,62,36,10,36,385
784,19,4,4,43,44,8,43,10,43,62,43,10,43,386
785,19,4,4,32,34,8,32,10,32,63,32,9,32,399
786,19,4,8,568,605,8,587,10,571,63,568,1683,587,440
787,19,4,8,623,737,8,642,10,635,65,623,1320,642,419
788,19,4,8,646,734,8,661,14,660,77,646,10449,661,421
789,19,4,8,599,690,9,626,11,611,68,599,19492,616,762
790,19,4,8,605,674,8,609,10,616,66,605,123061,609,442
791,19,4,16,152665,166921,8,154987,11,153539,69,152665,545191,154694,854
792,19,4,16,141115,162040,9,143652,10,143177,67,141115,91093,143652,417
793,19,4,16,172844,187232,9,180067,11,176095,69,172844,1744024,180067,414
794,19,4,16,174510,186690,9,175812,10,175430,69,174510,221403,175812,451
795,19,4,16,171743,191492,9,179201,10,174671,85,171743,1278086,172269,451
796,20,4,4,39,42,9,39,11,39,70,39,10,39,415
797,20,4,4,35,38,8,35,10,35,65,35,15,35,422
798,20,4,4,34,43,8,34,10,34,65,34,10,34,423
799,20,4,4,37,42,9,37,11,37,65,37,11,37,415
800,20,4,4,43,51,9,43,10,43,64,43,11,43,410
801,20,4,8,588,632,8,619,10,591,65,588,358,614,832
802,20,4,8,493,618,11,497,14,503,86,493,4481,497,422
803,20,4,8,634,697,9,643,12,638,69,634,7429,643,421
804,20,4,8,789,863,9,801,11,817,78,789,303107,801,426
805,20,4,8,639,756,9,644,11,642,69,639,1105,644,429
806,20,4,16,156109,165815,8,157299,11,158258,67,156109,1020421,157299,441
807,20,4,16,125848,154427,9,126049,11,126758,70,125848,49809,126049,441
808,20,4,16,191409,222303,9,193412,11,192295,68,191409,1110943,193412,433
809,20,4,16,164350,198959,9,165546,11,166816,70,164350,494095,165546,493
810,20,4,16,149803,171494,8,151051,11,150249,71,149803,78898,151051,429
811,5,5,4,14,14,5,14,4,14,26,14,7,14,201
812,5,5,4,13,13,4,13,3,13,24,13,6,13,214
813,5,5,4,14,14,4,14,3,14,27,14,6,14,195
814,5,5,4,11,11,3,11,4,11,23,11,5,11,194
815,5,5,4,14,14,3,14,3,14,24,14,6,14,194
816,5,5,8,247,247,3,247,3,247,23,247,6,247,199
817,5,5,8,244,244,4,244,3,244,24,244,6,244,199
818,5,5,8,252,252,3,252,4,252,23,252,5,252,208
819,5,5,8,235,235,3,235,4,235,24,235,6,235,194
820,5,5,8,231,231,3,231,4,231,23,231,5,231,197
821,5,5,16,65336,65336,3,65336,3,65336,25,65336,5,65336,194
822,5,5,16,64074,64074,3,64074,3,64074,23,64074,5,64074,195
823,5,5,16,61993,61993,3,61993,3,61993,20,61993,6,61993,206
824,5,5,16,44396,44396,4,44396,3,44396,23,44396,6,44396,195
825,5,5,16,40424,40424,3,40424,3,40424,23,40424,5,40424,202
826,6,5,4,15,15,4,15,4,15,26,15,6,15,214
827,6,5,4,15,20,3,15,4,15,44,15,10,15,269
828,6,5,4,15,16,4,15,4,15,35,15,10,15,250
829,6,5,4,13,13,7,13,7,13,38,13,7,13,215
830,6,5,4,16,21,4,16,4,16,28,16,15,16,265
831,6,5,8,255,261,6,255,7,255,40,255,10,255,312
832,6,5,8,224,224,6,224,6,224,37,224,9,224,258
833,6,5,8,213,213,4,213,4,213,31,213,7,213,272
834,6,5,8,231,244,4,231,4,231,30,231,7,231,229
835,6,5,8,210,210,4,210,4,210,30,210,6,210,214
836,6,5,16,23276,23276,4,23276,4,23276,27,23276,6,23276,211
837,6,5,16,54765,54765,4,54765,4,54765,28,54765,6,54765,213
838,6,5,16,64879,92338,4,64879,4,64879,30,64879,6,64879,212
839,6,5,16,63525,63525,4,63525,4,63525,30,63525,6,63525,254
840,6,5,16,52496,52496,4,52496,4,52496,56,52496,8,52496,220
841,7,5,4,15,16,4,15,4,15,31,15,15,15,225
842,7,5,4,12,12,4,12,4,12,33,12,5,12,241
843,7,5,4,15,15,4,15,4,15,42,15,10,15,254
844,7,5,4,21,21,4,21,5,21,32,21,14,21,225
845,7,5,4,14,18,4,14,5,14,33,14,7,14,227
846,7,5,8,226,226,4,226,4,226,32,226,7,226,229
847,7,5,8,254,254,4,254,5,254,34,254,6,254,231
848,7,5,8,244,244,4,244,5,244,29,244,6,244,227
849,7,5,8,240,240,4,240,4,240,33,240,6,240,243
850,7,5,8,238,310,4,238,5,238,32,238,19,238,228
851,7,5,16,62094,62094,6,62094,7,62094,34,62094,16,62094,231
852,7,5,16,59445,59445,4,59445,5,59445,31,59445,6,59445,230
853,7,5,16,70538,76644,4,70538,4,70538,54,70538,16,70538,231
854,7,5,16,63468,77136,4,63468,5,63468,33,63468,7,63468,231
855,7,5,16,60027,60027,5,60027,6,60027,44,60027,11,60027,258
856,8,5,4,16,16,8,16,8,16,47,16,22,16,277
857,8,5,4,15,16,7,15,8,15,50,15,11,15,401
858,8,5,4,13,14,26,13,31,13,73,13,9,13,378
859,8,5,4,10,13,7,10,6,10,56,10,13,10,331
860,8,5,4,15,15,5,15,5,15,45,15,8,15,372
861,8,5,8,331,374,5,331,5,331,217,331,22,331,267
862,8,5,8,253,253,5,253,5,253,35,253,24,253,248
863,8,5,8,223,284,5,223,5,223,34,223,7,223,266
864,8,5,8,254,331,5,254,5,254,49,254,8,254,264
865,8,5,8,252,355,7,252,8,252,49,252,11,252,294
866,8,5,16,57562,64686,8,57562,9,57562,56,57562,14,57562,369
867,8,5,16,64075,86097,8,64075,8,64075,52,64075,25,64075,278
868,8,5,16,77320,97726,5,77320,5,77549,37,77320,17,77320,246
869,8,5,16,79596,82743,5,79596,5,79596,48,79596,19,79596,244
870,8,5,16,42092,52105,5,42092,5,42092,38,42092,7,42092,248
871,9,5,4,17,18,5,17,5,17,38,17,16,17,260
872,9,5,4,22,23,5,22,5,22,37,22,18,22,272
873,9,5,4,15,19,5,15,29,15,40,15,8,15,294
874,9,5,4,16,18,5,16,6,16,39,16,21,16,262
875,9,5,4,17,22,5,17,6,17,38,17,20,17,273
876,9,5,8,251,379,5,251,6,252,52,251,13,251,354
877,9,5,8,150,168,5,150,6,150,52,150,9,150,281
878,9,5,8,313,345,8,313,8,313,66,313,25,313,306
879,9,5,8,234,234,8,234,6,234,39,234,9,234,356
880,9,5,8,344,416,5,344,6,344,43,344,17,344,266
881,9,5,16,95349,120910,5,95349,5,95349,40,95349,17,95349,293
882,9,5,16,63521,79308,6,66253,6,63521,42,63521,29,66253,323
883,9,5,16,72996,90546,5,72996,6,72996,42,72996,37,72996,279
884,9,5,16,73619,80549,5,73619,5,73619,40,73619,18,73619,331
885,9,5,16,65523,68697,5,65523,6,65523,38,65523,8,65523,274
886,10,5,4,17,21,6,17,6,17,49,17,23,17,407
887,10,5,4,18,22,8,18,9,18,58,18,9,18,307
888,10,5,4,17,19,9,17,9,17,51,17,29,17,581
889,10,5,4,16,16,6,16,6,16,43,16,6,16,289
890,10,5,4,21,24,5,21,6,21,42,21,29,21,316
891,10,5,8,270,282,5,283,6,270,43,270,63,283,278
892,10,5,8,285,333,6,285,6,285,44,285,22,285,281
893,10,5,8,283,284,5,314,22,283,66,283,70,287,778
894,10,5,8,304,357,5,304,6,305,42,304,30,304,362
895,10,5,8,340,415,8,340,9,340,48,340,23,340,307
896,10,5,16,77519,88321,6,77519,6,77519,44,77519,20,77519,314
897,10,5,16,64654,94815,6,64654,6,64654,45,64654,9,64654,280
898,10,5,16,73846,98127,8,73846,27,73846,48,73846,23,73846,401
899,10,5,16,63983,77999,9,63983,7,63983,45,63983,9,63983,342
900,10,5,16,84392,107672,9,84392,10,84728,62,84392,29,84392,425
901,11,5,4,20,28,9,20,9,20,55,20,10,20,395
902,11,5,4,17,19,10,17,11,17,62,17,90,17,339
903,11,5,4,21,26,9,23,10,21,70,21,37,22,321
904,11,5,4,17,19,6,18,7,17,63,17,61,18,399
905,11,5,4,16,23,9,16,10,16,59,16,10,16,403
906,11,5,8,248,361,9,248,10,248,63,248,14,248,404
907,11,5,8,294,311,11,294,11,295,56,294,21,294,364
908,11,5,8,313,386,9,313,11,313,73,313,26,313,377
909,11,5,8,233,315,10,233,11,234,90,233,30,233,398
910,11,5,8,251,398,9,252,12,251,62,251,43,252,428
911,11,5,16,71679,72152,9,71679,9,72024,61,71679,23,71679,429
912,11,5,16,80293,103989,10,80293,11,80343,66,80293,26,80293,463
913,11,5,16,67183,67183,8,67183,10,67360,88,67183,29,67183,325
914,11,5,16,79774,102593,6,79774,22,79913,51,79774,19,79774,308
915,11,5,16,88983,101415,6,88983,7,89019,650,88983,53,88983,509
916,12,5,4,25,28,11,25,11,25,75,25,11,25,457
917,12,5,4,18,22,7,18,11,18,55,18,7,18,319
918,12,5,4,20,25,7,21,9,21,56,20,35,21,318
919,12,5,4,19,23,7,19,7,19,49,19,7,19,317
920,12,5,4,19,24,10,19,11,19,74,19,8,19,357
921,12,5,8,396,467,6,404,8,398,50,396,100,404,314
922,12,5,8,414,473,6,414,7,414,48,414,18,414,367
923,12,5,8,304,440,10,304,12,304,64,304,23,304,324
924,12,5,8,458,550,7,504,7,458,74,458,4496,458,448
925,12,5,8,253,339,10,263,11,253,79,253,138,259,646
926,12,5,16,105028,115484,11,105028,12,105028,70,105028,24,105028,344
927,12,5,16,87965,108512,8,87965,12,87965,75,87965,22,87965,321
928,12,5,16,83877,114961,6,83877,7,83877,49,83877,99,83877,319
929,12,5,16,91346,115276,6,91346,8,91346,59,91346,25,91346,326
930,12,5,16,72302,82202,10,72302,7,72444,67,72302,21,72302,322
931,13,5,4,22,24,7,22,8,22,55,22,27,22,387
932,13,5,4,25,30,10,25,11,25,63,25,8,25,335
933,13,5,4,15,21,7,15,7,15,50,15,11,15,336
934,13,5,4,23,27,7,23,8,23,58,23,8,23,412
935,13,5,4,27,32,11,29,13,27,62,27,1335,29,364
936,13,5,8,420,488,8,484,8,420,79,420,2113,449,664
937,13,5,8,241,338,9,241,9,242,67,241,16,241,353
938,13,5,8,332,369,7,337,11,333,81,332,63,337,418
939,13,5,8,341,357,8,341,8,341,56,341,19,341,337
940,13,5,8,384,453,11,384,12,384,66,384,20,384,334
941,13,5,16,57301,76492,7,57577,8,57312,110,57301,48,57577,392
942,13,5,16,93396,105589,10,97568,11,93396,76,93396,131,97568,469
943,13,5,16,87744,97943,10,87744,12,87744,72,87744,29,87744,371
944,13,5,16,84680,114775,7,84680,8,84680,60,84680,19,84680,327
945,13,5,16,82722,89623,6,85775,8,82722,53,82722,80,85775,391
946,14,5,4,25,30,10,25,12,25,75,25,11,25,452
947,14,5,4,23,29,10,24,11,23,68,23,43,24,396
948,14,5,4,22,30,7,22,8,22,61,22,8,22,401
949,14,5,4,27,29,7,27,8,27,54,27,8,27,410
950,14,5,4,22,28,7,23,8,22,55,22,42,23,336
951,14,5,8,366,454,7,379,8,367,55,366,364,379,342
952,14,5,8,364,448,10,383,8,367,55,364,583,383,559
953,14,5,8,356,441,12,356,14,358,84,356,29,356,546
954,14,5,8,402,423,10,402,12,403,77,402,12584,402,533
955,14,5,8,324,366,11,334,13,324,83,324,117,334,569
956,14,5,16,95506,107087,12,98498,14,96382,84,95506,478,98498,543
957,14,5,16,103727,125728,11,106460,13,104899,83,103727,2359,106280,664
958,14,5,16,98748,127433,12,99986,14,98819,87,98748,128,99986,526
959,14,5,16,95614,132303,8,99500,9,95614,60,95614,318,99500,340
960,14,5,16,96564,104832,7,104220,8,100049,56,96564,1526,100049,697
961,15,5,4,27,33,8,28,9,27,59,27,38,28,354
962,15,5,4,26,28,11,27,9,26,58,26,64,27,481
963,15,5,4,23,29,8,24,9,23,62,23,117,24,381
964,15,5,4,26,30,8,26,8,26,59,26,19,26,422
965,15,5,4,19,24,84,19,37,19,79,19,13,19,401
966,15,5,8,336,423,8,337,9,340,61,336,1659,337,405
967,15,5,8,441,542,8,455,9,445,61,441,5950,455,424
968,15,5,8,316,357,9,331,12,317,68,316,809,331,577
969,15,5,8,347,430,12,355,14,353,89,347,4413,355,367
970,15,5,8,374,408,8,389,9,394,61,374,10075,389,385
971,15,5,16,93622,105310,7,95111,13,93622,73,93622,429,95111,362
972,15,5,16,79261,86507,8,84201,9,80416,59,79261,4879,82688,746
973,15,5,16,107558,110079,17,109895,9,109681,68,107558,4058,109895,401
974,15,5,16,106149,124803,8,106149,9,106149,62,106149,21,106149,364
975,15,5,16,71575,75481,8,71575,9,71804,59,71575,20,71575,354
976,16,5,4,29,33,8,30,9,30,60,29,46,30,369
977,16,5,4,22,29,8,22,9,22,62,22,9,22,365
978,16,5,4,18,26,8,18,8,18,60,18,8,18,457
979,16,5,4,25,33,8,25,9,25,62,25,9,25,364
980,16,5,4,29,36,8,29,9,29,59,29,9,29,408
981,16,5,8,387,450,8,387,10,388,65,387,22,387,389
982,16,5,8,383,498,8,395,9,389,62,383,6801,395,511
983,16,5,8,374,396,8,376,10,375,67,374,217,376,382
984,16,5,8,377,434,8,392,9,386,62,377,2101,392,399
985,16,5,8,324,383,8,328,10,328,62,324,255,328,371
986,16,5,16,118982,160180,8,122023,14,120858,60,118982,2734,122023,433
987,16,5,16,128843,156363,8,143101,9,129151,64,128843,5557,140804,481
988,16,5,16,116879,125063,8,120976,9,119822,63,116879,25019,120976,413
989,16,5,16,150188,181582,7,161301,10,150359,65,150188,44941,161301,385
990,16,5,16,92864,116983,8,94311,10,93766,64,92864,6974,94311,389
991,17,5,4,27,37,8,28,10,28,65,27,53,28,377
992,17,5,4,32,38,8,32,10,32,63,32,10,32,376
993,17,5,4,26,28,8,27,9,27,61,26,406,27,381
994,17,5,4,25,28,8,25,9,25,62,25,10,25,393
995,17,5,4,27,34,8,27,10,27,62,27,10,27,376
996,17,5,8,521,567,9,542,10,539,83,521,95616,542,478
997,17,5,8,463,571,9,492,12,471,68,463,8755,492,401
998,17,5,8,444,522,8,469,10,454,64,444,142788,469,397
999,17,5,8,435,557,9,442,10,444,68,435,53287,442,588
1000,17,5,8,313,426,13,316,16,316,98,313,21324,316,421
1001,17,5,16,126102,156115,12,138663,11,126638,74,126102,6454,138663,411
1002,17,5,16,140583,162724,9,145817,11,141675,68,140583,84406,145817,404
1003,17,5,16,80307,91330,9,83713,10,80880,72,80307,3161,83713,465
1004,17,5,16,158516,172900,8,164026,10,161137,66,158516,395641,163035,836
1005,17,5,16,115554,123174,9,119467,11,116101,69,115554,29649,119467,417
1006,18,5,4,32,38,9,34,11,32,90,32,176,34,398
1007,18,5,4,32,41,9,32,10,32,91,32,10,32,389
1008,18,5,4,27,31,9,28,10,27,65,27,117,28,389
1009,18,5,4,30,33,9,31,10,31,64,30,1193,31,385
1010,18,5,4,25,30,9,25,10,25,69,25,10,25,382
1011,18,5,8,415,539,9,434,10,417,67,415,4719,434,436
1012,18,5,8,477,606,13,482,15,481,100,477,41719,482,426
1013,18,5,8,501,563,8,524,11,502,71,501,236,524,421
1014,18,5,8,549,657,9,560,16,558,69,549,13565,560,416
1015,18,5,8,521,642,9,536,10,531,70,521,65944,536,468
1016,18,5,16,111768,121287,9,112596,11,113388,75,111768,23475,112596,447
1017,18,5,16,104387,115624,9,105166,11,108833,70,104387,176002,105166,429
1018,18,5,16,111829,130848,9,114802,11,114633,71,111829,17125,114802,434
1019,18,5,16,128723,154038,10,136857,11,131674,70,128723,182130,136857,428
1020,18,5,16,105327,120395,9,112906,11,106606,74,105327,4698,112906,403
1021,19,5,4,40,45,9,41,10,40,72,40,42,41,401
1022,19,5,4,36,43,9,37,11,36,68,36,37,37,407
1023,19,5,4,34,37,9,36,10,35,73,34,729,36,405
1024,19,5,4,32,37,9,33,10,32,69,32,80,33,511
1025,19,5,4,37,43,9,38,12,37,68,37,51,38,418
1026,19,5,8,490,619,9,512,10,494,68,490,212410,512,440
1027,19,5,8,370,399,9,377,11,372,74,370,4489,377,441
1028,19,5,8,507,618,9,539,11,519,68,507,10826,539,426
1029,19,5,8,484,572,10,501,11,500,73,484,175688,501,434
1030,19,5,8,645,718,10,676,11,654,99,645,5112253,671,879
1031,19,5,16,121603,153550,10,126827,12,123216,73,121603,548617,126827,454
1032,19,5,16,122168,143668,9,126783,11,124797,74,122168,139264,123823,794
1033,19,5,16,91247,110827,16,92205,11,92697,74,91247,309434,92205,435
1034,19,5,16,142597,171591,9,148406,11,143417,74,142597,734924,148406,443
1035,19,5,16,134554,155336,9,140183,12,135148,74,134554,21300,140183,436
1036,20,5,4,35,42,10,35,12,35,74,35,11,35,424
1037,20,5,4,35,41,9,36,11,35,71,35,150,36,422
1038,20,5,4,33,35,9,33,11,33,71,33,10,33,415
1039,20,5,4,33,40,9,34,11,33,71,33,45,34,476
1040,20,5,4,32,34,9,33,11,32,72,32,57,33,416
1041,20,5,8,479,620,10,489,11,481,72,479,655,489,433
1042,20,5,8,478,507,10,494,11,493,74,478,428426,490,723
1043,20,5,8,386,417,10,395,11,390,86,386,2348,395,437
1044,20,5,8,517,625,10,535,11,524,73,517,55364,535,443
1045,20,5,8,652,694,9,663,12,664,75,652,47020,663,846
1046,20,5,16,132432,167527,10,135259,12,135024,75,132432,1604702,135259,452
1047,20,5,16,136752,157232,10,140690,12,137428,77,136752,16051,140690,469
1048,20,5,16,126564,147964,9,128772,11,129199,73,126564,518236,128772,460
1049,20,5,16,138338,158196,9,140103,12,139095,77,138338,55660,140103,454
1050,20,5,16,144454,173347,10,152370,11,147531,76,144454,495911,152370,444
