InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us),Genetic_MaxGroupSum,Genetic_Time(us)
1,2,2,4,2,2,718,2,3,2,14,2,2,2,149
2,2,2,4,14,14,2,14,1,14,11,14,5,14,125
3,2,2,4,13,13,1,13,1,13,11,13,3,13,123
4,2,2,4,15,15,1,15,1,15,11,15,1,15,123
5,2,2,4,14,14,1,14,1,14,10,14,3,14,123
6,2,2,8,90,90,1,90,1,90,11,90,3,90,124
7,2,2,8,231,231,1,231,1,231,11,231,3,231,123
8,2,2,8,82,82,1,82,1,82,11,82,3,82,156
9,2,2,8,115,115,3,115,2,115,12,115,4,115,132
10,2,2,8,42,42,1,42,1,42,11,42,3,42,157
11,2,2,16,34218,34218,2,34218,1,34218,13,34218,4,34218,140
12,2,2,16,8695,8695,1,8695,1,8695,12,8695,3,8695,124
13,2,2,16,30905,30905,1,30905,1,30905,11,30905,3,30905,156
14,2,2,16,24183,24183,1,24183,1,24183,11,24183,3,24183,137
15,2,2,16,37133,37133,1,37133,1,37133,11,37133,3,37133,123
16,3,2,4,15,15,2,15,1,15,15,15,6,15,139
17,3,2,4,6,6,2,6,2,6,14,6,2,6,140
18,3,2,4,20,22,2,20,2,20,14,20,6,20,140
19,3,2,4,12,12,2,12,2,12,14,12,2,12,138
20,3,2,4,11,11,2,11,2,11,14,11,2,11,186
21,3,2,8,253,253,2,253,2,253,15,253,4,253,161
22,3,2,8,253,253,2,253,2,253,18,253,8,253,154
23,3,2,8,184,184,2,184,1,184,14,184,5,184,138
24,3,2,8,237,237,2,237,2,237,14,237,5,237,139
25,3,2,8,137,137,2,137,2,137,15,137,3,137,144
26,3,2,16,58587,58587,2,58587,2,58587,15,58587,14,58587,140
27,3,2,16,58531,58531,2,58531,1,58531,14,58531,3,58531,138
28,3,2,16,61427,61427,2,61427,2,61427,14,61427,5,61427,137
29,3,2,16,58745,58745,2,58745,2,58745,14,58745,3,58745,138
30,3,2,16,51729,66432,2,51729,2,51729,14,51729,5,51729,141
31,4,2,4,15,15,2,15,2,15,17,15,5,15,169
32,4,2,4,17,21,2,17,2,17,17,17,6,17,156
33,4,2,4,20,25,2,20,2,20,17,20,2,20,154
34,4,2,4,15,15,2,15,2,15,17,15,7,15,213
35,4,2,4,21,23,3,21,3,21,27,21,12,21,248
36,4,2,8,406,406,4,406,3,406,28,406,10,406,221
37,4,2,8,220,262,4,220,3,220,25,220,10,220,210
38,4,2,8,266,274,3,266,3,266,26,266,11,266,247
39,4,2,8,368,422,3,368,3,368,22,368,9,368,217
40,4,2,8,340,354,3,340,3,340,26,340,9,340,188
41,4,2,16,54206,54206,2,54206,2,54206,19,54206,7,54206,156
42,4,2,16,54053,60684,456,54053,21,54053,28,54053,9,54053,169
43,4,2,16,91747,91747,2,91747,2,91747,30,91747,6,91747,154
44,4,2,16,47520,58170,2,47520,2,47520,18,47520,7,47520,156
45,4,2,16,102242,104386,2,102242,2,102242,18,102242,6,102242,167
46,5,2,4,17,19,2,17,2,17,20,17,7,17,186
47,5,2,4,15,20,3,15,2,15,21,15,3,15,181
48,5,2,4,26,26,3,27,3,26,21,26,32,26,170
49,5,2,4,26,30,2,26,2,26,21,26,2,26,169
50,5,2,4,22,28,2,22,3,22,20,22,3,22,183
51,5,2,8,463,527,2,487,2,463,20,463,20,463,234
52,5,2,8,362,362,3,390,3,362,22,362,13,362,352
53,5,2,8,291,368,2,296,3,291,20,291,10,291,323
54,5,2,8,297,297,2,297,3,297,21,297,8,297,170
55,5,2,8,380,431,3,380,2,380,20,380,6,380,188
56,5,2,16,114946,119056,2,125513,3,114946,20,114946,13,114946,184
57,5,2,16,76450,88347,4,76450,4,76450,25,76450,9,76450,236
58,5,2,16,45552,46023,2,45617,3,45780,21,45552,11,45552,168
59,5,2,16,109260,109260,4,109260,2,109260,21,109260,8,109260,168
60,5,2,16,108202,125892,2,109967,2,108202,20,108202,11,109967,170
61,6,2,4,27,28,5,28,5,28,35,27,12,27,314
62,6,2,4,25,27,3,25,3,25,24,25,17,25,308
63,6,2,4,27,28,5,29,4,27,36,27,23,29,255
64,6,2,4,21,21,5,21,5,21,36,21,5,21,279
65,6,2,4,27,27,4,27,4,28,32,27,4,27,208
66,6,2,8,349,349,3,349,3,363,24,349,13,349,366
67,6,2,8,460,460,6,460,4,481,42,460,18,460,186
68,6,2,8,518,537,2,518,3,539,23,518,3,518,184
69,6,2,8,286,309,3,286,3,286,23,286,8,286,184
70,6,2,8,349,398,3,358,3,349,22,349,10,349,318
71,6,2,16,54677,59033,3,54677,3,54677,23,54677,9,54677,184
72,6,2,16,79655,85199,2,79655,3,79655,23,79655,8,79655,190
73,6,2,16,99780,105836,3,101490,3,100710,23,99780,14,100710,221
74,6,2,16,57975,63356,3,57975,3,57975,23,57975,9,57975,243
75,6,2,16,131820,146820,2,134153,3,132094,24,131820,16,132094,183
76,7,2,4,32,33,3,33,3,32,25,32,19,33,209
77,7,2,4,29,30,3,30,3,29,24,29,23,29,247
78,7,2,4,29,32,3,29,3,29,25,29,3,29,203
79,7,2,4,32,34,3,32,4,32,25,32,3,32,194
80,7,2,4,31,31,3,32,3,31,25,31,23,31,407
81,7,2,8,412,426,3,421,3,426,25,412,23,412,442
82,7,2,8,512,556,3,514,3,540,26,512,16,512,279
83,7,2,8,355,421,3,355,3,356,25,355,10,355,198
84,7,2,8,328,328,3,328,3,328,26,328,13,328,205
85,7,2,8,389,410,3,410,3,389,25,389,17,397,194
86,7,2,16,79099,79908,3,79752,3,79908,37,79099,22,79173,482
87,7,2,16,77632,79507,3,77632,3,79626,27,77632,13,77632,216
88,7,2,16,94520,98863,3,95533,3,94520,26,94520,18,94520,360
89,7,2,16,56407,58234,3,57371,3,56407,26,56407,26,57371,195
90,7,2,16,93361,102875,3,93361,3,94327,26,93361,13,93361,197
91,8,2,4,26,26,3,26,3,26,35,26,4,26,475
92,8,2,4,28,28,3,28,3,28,29,28,3,28,206
93,8,2,4,40,40,3,40,3,40,27,40,4,40,205
94,8,2,4,36,42,3,37,3,36,27,36,42,36,208
95,8,2,4,27,27,3,27,4,27,28,27,4,27,206
96,8,2,8,481,539,3,484,4,483,28,481,23,484,208
97,8,2,8,664,721,3,672,3,664,27,664,46,668,407
98,8,2,8,841,888,3,851,3,864,43,841,40,850,391
99,8,2,8,270,276,427,277,4,273,30,270,15,270,448
100,8,2,8,425,461,3,425,4,428,28,425,4,425,211
101,8,2,16,97219,108285,3,97219,4,106007,28,97219,18,97219,244
102,8,2,16,177312,178899,5,182572,5,178312,34,177312,41,179802,368
103,8,2,16,175822,190912,5,175822,6,177461,39,175822,43,175822,265
104,8,2,16,191353,211486,4,191353,5,202034,34,191353,52,191353,290
105,8,2,16,126553,129383,3,126553,4,127339,29,126553,22,126553,211
106,9,2,4,33,36,4,33,4,33,95,33,5,33,541
107,9,2,4,40,40,4,40,4,40,32,40,4,40,237
108,9,2,4,31,33,3,31,4,31,30,31,4,31,326
109,9,2,4,41,43,3,41,4,41,31,41,4,41,234
110,9,2,4,37,41,4,37,4,37,31,37,4,37,220
111,9,2,8,500,560,4,502,4,501,30,500,15,501,223
112,9,2,8,533,587,4,533,4,535,30,533,4,533,223
113,9,2,8,688,756,3,694,4,692,29,688,44,694,222
114,9,2,8,641,664,3,643,4,641,29,641,41,643,222
115,9,2,8,569,604,3,573,4,578,29,569,39,571,249
116,9,2,16,161553,166630,4,170780,4,163260,30,161553,62,161577,512
117,9,2,16,175945,195247,3,176255,4,180305,29,175945,53,176255,275
118,9,2,16,127048,135089,3,128269,4,127048,31,127048,28,128269,218
119,9,2,16,180186,184824,4,184824,4,181423,30,180186,49,180453,412
120,9,2,16,139481,154377,4,142921,4,139481,29,139481,57,139652,491
121,10,2,4,44,44,4,45,4,44,33,44,15,44,286
122,10,2,4,44,48,4,44,4,44,31,44,4,44,232
123,10,2,4,50,55,11,50,4,50,31,50,4,50,234
124,10,2,4,34,36,4,34,4,34,31,34,4,34,234
125,10,2,4,52,52,4,52,4,52,32,52,4,52,233
126,10,2,8,630,646,3,636,4,632,32,630,15,630,512
127,10,2,8,706,786,4,732,4,714,32,706,90,713,361
128,10,2,8,631,666,4,631,5,640,33,631,36,631,246
129,10,2,8,723,832,4,740,4,729,32,723,45,728,236
130,10,2,8,693,715,4,696,4,701,32,693,14,696,236
131,10,2,16,96151,97709,4,96304,4,96822,43,96151,24,96304,239
132,10,2,16,210959,214169,4,212663,4,211803,31,210959,102,212554,276
133,10,2,16,214401,217893,4,221098,5,214861,33,214401,123,214447,457
134,10,2,16,169994,182054,6,179445,7,176484,50,169994,101,169994,340
135,10,2,16,196117,216819,4,201640,5,196567,41,196117,129,200053,302
136,11,2,4,41,44,4,41,5,41,34,41,5,41,261
137,11,2,4,41,44,4,41,4,41,34,41,4,41,258
138,11,2,4,36,42,4,37,5,36,34,36,16,36,241
139,11,2,4,43,45,4,43,5,43,34,43,5,43,245
140,11,2,4,55,56,4,55,4,55,33,55,5,55,245
141,11,2,8,599,601,4,600,5,605,34,599,17,599,361
142,11,2,8,743,797,4,749,5,753,34,743,107,749,252
143,11,2,8,358,456,4,358,5,362,34,358,5,358,245
144,11,2,8,658,689,4,660,5,664,41,658,24,659,867
145,11,2,8,901,938,4,914,5,926,35,901,120,901,571
146,11,2,16,158241,181966,4,158444,5,159163,49,158241,80,158245,320
147,11,2,16,208768,213616,10,213307,6,209919,37,208768,123,210610,414
148,11,2,16,154850,156497,5,156436,7,156744,37,154850,112,156436,255
149,11,2,16,109344,110688,4,109885,5,110096,35,109344,73,109885,246
150,11,2,16,230398,234075,4,232953,4,232055,34,230398,77,230398,528
151,12,2,4,44,49,4,44,5,45,46,44,7,44,339
152,12,2,4,45,46,8,46,9,45,48,45,24,45,262
153,12,2,4,54,56,4,54,5,54,37,54,5,54,289
154,12,2,4,44,48,4,44,5,45,37,44,5,44,257
155,12,2,4,41,41,5,41,5,41,35,41,5,41,256
156,12,2,8,862,878,4,867,5,865,36,862,24,867,257
157,12,2,8,727,799,4,730,5,732,45,727,104,730,256
158,12,2,8,786,863,4,788,5,786,36,786,25,788,264
159,12,2,8,792,827,4,795,5,793,35,792,42,792,577
160,12,2,8,1006,1051,5,1006,6,1028,39,1006,5,1006,282
161,12,2,16,261895,263794,4,267470,5,264585,36,261895,406,267470,260
162,12,2,16,199804,204260,6,200139,5,201242,38,199804,166,200091,474
163,12,2,16,187240,216074,5,187970,5,187478,36,187240,156,187970,281
164,12,2,16,168113,183725,4,173727,5,172063,36,168113,199,168547,507
165,12,2,16,247089,268648,4,249644,5,249158,37,247089,285,248470,505
166,13,2,4,54,56,5,54,6,54,39,54,5,54,281
167,13,2,4,55,61,5,55,5,55,37,55,5,55,269
168,13,2,4,55,56,5,56,5,55,37,55,17,55,423
169,13,2,4,52,54,6,52,6,53,39,52,5,52,275
170,13,2,4,62,66,5,63,5,62,38,62,30,62,315
171,13,2,8,823,825,5,832,13,825,40,823,94,828,397
172,13,2,8,715,725,5,717,5,726,39,715,80,717,279
173,13,2,8,755,783,5,759,5,760,38,755,16,757,571
174,13,2,8,823,883,5,824,6,826,38,823,29,824,268
175,13,2,8,728,748,5,741,5,732,37,728,29,741,284
176,13,2,16,220918,224659,4,222250,5,223754,38,220918,569,221124,545
177,13,2,16,221880,238377,4,222482,5,223108,39,221880,210,222256,989
178,13,2,16,213823,220638,5,214031,9,216555,41,213823,393,214031,371
179,13,2,16,189332,207994,7,189365,8,190234,51,189332,355,189365,281
180,13,2,16,214427,235301,5,214952,5,215961,39,214427,484,214721,437
181,14,2,4,43,47,5,43,25,43,53,43,9,43,556
182,14,2,4,52,55,5,52,6,52,42,52,5,52,283
183,14,2,4,52,55,4,52,6,52,54,52,29,52,314
184,14,2,4,55,58,5,55,6,55,40,55,5,55,280
185,14,2,4,65,67,5,65,6,65,40,65,8,65,279
186,14,2,8,904,940,5,908,5,905,40,904,35,904,552
187,14,2,8,827,914,5,827,6,832,40,827,5,827,284
188,14,2,8,998,1040,5,1002,6,999,40,998,26,1002,299
189,14,2,8,873,881,5,880,6,879,39,873,34,873,444
190,14,2,8,910,957,5,915,6,916,41,910,17,915,283
191,14,2,16,197223,209284,5,197456,6,198581,40,197223,593,197456,287
192,14,2,16,255358,257420,4,261809,6,260328,40,255358,1127,255570,910
193,14,2,16,217287,239906,5,217308,6,218017,41,217287,272,217308,283
194,14,2,16,225887,245952,5,227791,6,227548,39,225887,501,226313,594
195,14,2,16,265185,278389,5,267185,6,265283,40,265185,1118,265338,478
196,15,2,4,63,63,5,63,6,64,42,63,5,63,289
197,15,2,4,48,49,5,48,6,48,42,48,6,48,313
198,15,2,4,55,62,13,55,6,55,42,55,6,55,297
199,15,2,4,77,78,5,78,6,77,41,77,19,77,612
200,15,2,4,68,72,5,68,10,68,55,68,6,68,288
201,15,2,8,1054,1100,6,1067,6,1056,40,1054,57,1055,421
202,15,2,8,824,931,5,835,6,825,42,824,103,826,633
203,15,2,8,882,901,5,897,6,888,42,882,21,890,350
204,15,2,8,1144,1242,5,1168,6,1149,86,1144,633,1144,439
205,15,2,8,815,848,5,831,6,819,43,815,109,831,297
206,15,2,16,161105,164315,5,161244,6,162326,42,161105,489,161244,327
207,15,2,16,264499,270143,5,269138,6,267703,42,264499,2239,264979,628
208,15,2,16,241619,256493,6,246635,6,241826,56,241619,1602,241819,581
209,15,2,16,252344,256792,5,252445,6,254272,42,252344,1310,252445,301
210,15,2,16,290004,301803,5,290864,6,290535,42,290004,1601,290864,297
211,16,2,4,66,72,5,66,6,67,45,66,6,66,299
212,16,2,4,53,54,5,53,6,53,43,53,6,53,311
213,16,2,4,55,56,6,55,7,55,43,55,6,55,298
214,16,2,4,55,58,5,55,6,55,43,55,24,55,316
215,16,2,4,66,67,5,66,6,66,45,66,6,66,321
216,16,2,8,1082,1134,6,1087,6,1086,44,1082,32,1087,320
217,16,2,8,930,940,6,930,6,935,44,930,6,930,306
218,16,2,8,1080,1103,6,1085,7,1088,44,1080,19,1081,651
219,16,2,8,1023,1034,5,1030,7,1034,44,1023,67,1025,453
220,16,2,8,1089,1093,5,1103,6,1102,44,1089,51,1090,381
221,16,2,16,287092,289636,5,290930,6,289316,43,287092,1923,287923,331
222,16,2,16,286937,292362,5,287705,6,290478,475,286937,2299,287705,738
223,16,2,16,262704,266393,6,263040,7,263956,47,262704,41,263013,453
224,16,2,16,197330,201274,5,197395,7,197567,45,197330,1199,197395,330
225,16,2,16,268310,274950,6,268527,6,269948,44,268310,815,268527,311
226,17,2,4,52,54,6,52,8,52,46,52,7,52,328
227,17,2,4,57,57,6,57,7,57,46,57,7,57,313
228,17,2,4,72,74,6,72,7,72,46,72,7,72,320
229,17,2,4,71,71,6,71,7,71,46,71,7,71,324
230,17,2,4,77,80,5,77,7,77,46,77,7,77,314
231,17,2,8,1081,1137,5,1085,7,1088,46,1081,47,1081,394
232,17,2,8,1532,1556,5,1574,7,1542,55,1532,973,1536,870
233,17,2,8,877,893,6,879,7,880,47,877,26,879,327
234,17,2,8,1087,1158,6,1091,8,1102,46,1087,28,1091,321
235,17,2,8,984,1009,6,997,7,989,45,984,66,985,1149
236,17,2,16,287150,299321,6,288064,7,291623,47,287150,5432,287904,475
237,17,2,16,281128,295486,6,281408,8,281307,50,281128,3168,281408,333
238,17,2,16,325081,327787,6,326759,7,326453,48,325081,4475,326759,323
239,17,2,16,239283,251570,6,240534,8,240805,48,239283,1346,240534,336
240,17,2,16,326883,338144,6,327266,7,327755,48,326883,3815,327266,333
241,18,2,4,77,81,6,78,8,77,62,77,25,78,329
242,18,2,4,77,82,6,77,7,77,48,77,8,77,325
243,18,2,4,51,55,6,51,8,51,48,51,7,51,328
244,18,2,4,85,89,6,85,7,86,48,85,7,85,323
245,18,2,4,60,61,6,60,8,60,46,60,7,60,326
246,18,2,8,1286,1357,7,1299,8,1286,60,1286,120,1286,787
247,18,2,8,981,1005,6,982,8,988,49,981,26,982,332
248,18,2,8,1316,1330,6,1327,8,1319,48,1316,59,1327,331
249,18,2,8,1018,1087,6,1022,8,1021,58,1018,22,1019,711
250,18,2,8,1091,1091,6,1095,7,1093,49,1091,30,1095,336
251,18,2,16,232238,260789,6,232712,7,232891,47,232238,2803,232712,347
252,18,2,16,406490,413644,6,407210,7,407804,49,406490,6431,407210,344
253,18,2,16,377363,390931,6,378576,7,379824,48,377363,1293,377839,337
254,18,2,16,298514,299276,6,300020,8,299991,48,298514,529,300020,347
255,18,2,16,289327,293459,6,289477,8,290657,49,289327,1744,289345,415
256,19,2,4,86,88,6,86,8,86,50,86,8,86,341
257,19,2,4,74,77,6,74,8,74,50,74,7,74,340
258,19,2,4,80,83,10,80,10,80,70,80,9,80,342
259,19,2,4,72,75,6,73,8,73,62,72,24,72,411
260,19,2,4,72,72,6,72,8,72,48,72,7,72,337
261,19,2,8,1206,1252,9,1206,11,1214,63,1206,11,1206,484
262,19,2,8,1406,1425,10,1417,13,1427,65,1406,48,1407,427
263,19,2,8,1264,1280,6,1274,8,1266,49,1264,65,1267,372
264,19,2,8,1183,1190,6,1193,8,1185,51,1183,113,1185,784
265,19,2,8,1282,1391,6,1283,8,1290,49,1282,50,1283,343
266,19,2,16,246228,265575,6,246360,8,247820,49,246228,901,246360,352
267,19,2,16,301669,316593,6,302702,9,301877,51,301669,16487,301976,753
268,19,2,16,248647,260969,6,250291,9,249770,53,248647,1655,248697,638
269,19,2,16,373233,390790,6,379056,9,375675,50,373233,19669,375254,363
270,19,2,16,339383,343600,6,342279,9,341619,53,339383,8826,339572,773
271,20,2,4,74,78,6,74,9,74,54,74,8,74,349
272,20,2,4,87,88,6,87,8,87,51,87,8,87,363
273,20,2,4,76,77,7,76,8,76,51,76,8,76,357
274,20,2,4,75,75,6,75,8,75,51,75,8,75,349
275,20,2,4,81,88,6,81,8,81,51,81,8,81,351
276,20,2,8,1241,1292,7,1242,8,1248,52,1241,34,1242,355
277,20,2,8,1375,1485,6,1375,8,1379,50,1375,8,1375,353
278,20,2,8,1138,1184,6,1138,8,1142,51,1138,8,1138,372
279,20,2,8,1010,1025,7,1023,8,1015,51,1010,50,1012,357
280,20,2,8,1149,1179,7,1149,8,1153,56,1149,8,1149,357
281,20,2,16,378165,404052,6,378712,8,380600,51,378165,2366,378166,608
282,20,2,16,251940,254771,7,253425,9,252393,52,251940,860,252387,431
283,20,2,16,286726,311229,6,286737,9,287044,52,286726,498,286737,359
284,20,2,16,403351,415317,6,406871,8,406248,52,403351,18208,403591,746
285,20,2,16,331196,345177,7,332267,8,333558,54,331196,1897,331729,601
286,3,3,4,9,9,3,9,2,9,18,9,4,9,165
287,3,3,4,13,13,2,13,2,13,16,13,5,13,150
288,3,3,4,13,13,2,13,2,13,16,13,4,13,148
289,3,3,4,12,12,2,12,2,12,16,12,4,12,150
290,3,3,4,11,11,2,11,2,11,15,11,4,11,150
291,3,3,8,230,230,2,230,2,230,16,230,4,230,148
292,3,3,8,158,158,2,158,2,158,16,158,4,158,150
293,3,3,8,201,201,2,201,2,201,15,201,4,201,148
294,3,3,8,169,169,2,169,2,169,16,169,4,169,149
295,3,3,8,221,221,2,221,2,221,15,221,4,221,149
296,3,3,16,40717,40717,2,40717,2,40717,14,40717,4,40717,148
297,3,3,16,59551,59551,2,59551,2,59551,14,59551,4,59551,162
298,3,3,16,53739,53739,2,53739,2,53739,15,53739,4,53739,149
299,3,3,16,60091,60091,2,60091,2,60091,16,60091,4,60091,154
300,3,3,16,65531,65531,2,65531,2,65531,16,65531,4,65531,150
301,4,3,4,15,15,3,15,3,15,20,15,4,15,168
302,4,3,4,9,9,2,9,2,9,20,9,3,9,164
303,4,3,4,15,15,3,15,2,15,20,15,4,15,165
304,4,3,4,11,12,2,11,2,11,20,11,4,11,177
305,4,3,4,11,11,3,11,2,11,20,11,3,11,165
306,4,3,8,427,440,2,427,2,427,18,427,9,427,167
307,4,3,8,212,212,2,212,2,212,20,212,4,212,172
308,4,3,8,292,292,4,292,3,292,34,292,13,292,200
309,4,3,8,197,197,3,197,3,197,21,197,5,197,167
310,4,3,8,199,265,2,199,3,199,18,199,8,199,164
311,4,3,16,65732,92717,2,65732,3,65732,20,65732,8,65732,168
