InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us)
893,10,5,8,511,603,5,511,5,511,40,511,15
894,10,5,8,497,762,5,497,5,497,40,497,22
895,10,5,8,472,560,5,472,5,472,58,472,21
896,10,5,16,94878,124600,8,94878,9,94878,74,94878,24
897,10,5,16,122951,143610,8,122951,8,122951,59,122951,24
898,10,5,16,88587,124649,9,88587,8,89088,61,88587,24
899,10,5,16,74592,91628,8,74592,8,74592,90,74592,62
900,10,5,16,75621,128697,8,75621,8,75775,58,75621,23
901,11,5,4,25,32,9,25,9,25,70,25,24
902,11,5,4,35,47,8,35,9,35,60,35,22
903,11,5,4,35,43,8,37,10,35,63,35,75
904,11,5,4,19,23,9,21,9,19,66,19,54
905,11,5,4,24,32,9,24,9,24,62,24,25
906,11,5,8,550,772,8,634,9,552,62,550,99
907,11,5,8,435,668,6,444,6,436,43,435,60
908,11,5,8,489,686,5,497,6,489,43,489,39
909,11,5,8,409,580,5,409,6,409,43,409,15
910,11,5,8,318,444,5,318,6,320,42,318,17
911,11,5,16,78330,107446,5,83399,6,78330,42,78330,37
912,11,5,16,144103,190186,5,144103,6,144336,42,144103,15
913,11,5,16,93964,127234,5,95707,6,93964,42,93964,30
914,11,5,16,133287,172641,5,136501,6,133287,42,133287,28
915,11,5,16,73349,90088,5,76176,6,73450,42,73349,33
916,12,5,4,36,48,12,36,6,37,44,36,22
917,12,5,4,35,54,6,38,6,35,45,35,86
918,12,5,4,35,41,6,36,6,35,45,35,33
919,12,5,4,31,46,6,31,6,31,44,31,15
920,12,5,4,36,47,6,39,6,36,45,36,53
921,12,5,8,556,842,6,557,6,573,44,556,28
922,12,5,8,419,538,6,419,6,419,45,419,18
923,12,5,8,442,614,6,449,6,442,46,442,32
924,12,5,8,387,577,6,395,6,390,50,387,47
925,12,5,8,385,501,6,385,6,388,45,385,16
926,12,5,16,147875,186773,6,152911,7,154225,44,147875,55
927,12,5,16,93013,134392,6,99691,6,96366,44,93013,156
928,12,5,16,117930,176360,6,129391,6,122319,45,117930,77
929,12,5,16,140744,163352,6,141677,6,141438,46,140744,29
930,12,5,16,99625,120807,6,107726,6,99625,45,99625,104
931,13,5,4,25,39,6,25,7,25,49,25,23
932,13,5,4,30,42,6,32,7,31,53,30,62
933,13,5,4,41,49,6,43,7,42,60,41,32
934,13,5,4,26,37,6,27,7,26,47,26,43
935,13,5,4,38,49,6,38,8,38,69,38,22
936,13,5,8,396,567,7,396,7,402,47,396,16
937,13,5,8,663,891,6,710,7,709,48,663,50
938,13,5,8,565,863,6,571,7,585,51,565,74
939,13,5,8,453,657,9,470,10,459,65,453,102
940,13,5,8,357,506,9,391,10,370,64,357,1166
941,13,5,16,133130,197745,7,139085,7,139859,49,133130,89
942,13,5,16,153256,183920,6,154945,7,153256,58,153256,32
943,13,5,16,123600,172638,6,125841,7,124510,48,123600,63
944,13,5,16,93707,133353,9,93707,11,95017,54,93707,35
945,13,5,16,126760,170454,6,128901,7,129019,47,126760,154
946,14,5,4,26,37,7,26,7,26,53,26,21
947,14,5,4,25,33,7,26,7,25,50,25,103
948,14,5,4,38,58,7,39,7,39,49,38,61
949,14,5,4,36,46,7,38,7,37,49,36,59
950,14,5,4,33,38,6,36,7,33,82,33,49
951,14,5,8,707,832,7,737,7,712,262,707,331
952,14,5,8,621,861,7,653,7,630,52,621,141
953,14,5,8,682,1162,7,683,7,687,51,682,58
954,14,5,8,616,915,6,656,7,619,51,616,35
955,14,5,8,600,853,6,600,7,604,51,600,48
956,14,5,16,176776,233668,15,177815,7,180879,51,176776,49
957,14,5,16,162481,234070,7,164943,7,168056,50,162481,73
958,14,5,16,105473,160223,7,106158,7,106734,50,105473,51
959,14,5,16,103661,132647,6,107768,7,103661,50,103661,89
960,14,5,16,110987,134460,7,113734,7,114438,49,110987,33
961,15,5,4,42,54,7,42,7,42,53,42,58
962,15,5,4,42,60,7,43,7,43,51,42,70
963,15,5,4,32,45,7,32,7,32,52,32,22
964,15,5,4,36,49,8,36,8,37,53,36,53
965,15,5,4,40,58,7,42,8,40,53,40,181
966,15,5,8,649,921,7,649,7,667,67,649,168
967,15,5,8,664,1040,7,687,7,678,54,664,72
968,15,5,8,512,666,7,512,8,516,54,512,43
969,15,5,8,412,593,7,424,8,415,53,412,286
970,15,5,8,455,555,7,459,8,462,52,455,152
971,15,5,16,133580,184978,7,135310,8,138627,52,133580,141
972,15,5,16,180292,237833,7,180292,7,181484,53,180292,24
973,15,5,16,177864,231170,7,185199,8,179237,54,177864,127
974,15,5,16,182170,216220,7,187324,8,193412,52,182170,63
975,15,5,16,165703,190984,7,170603,8,170755,51,165703,89
976,16,5,4,49,63,8,51,8,50,55,49,266
977,16,5,4,47,62,7,48,8,48,54,47,1163
978,16,5,4,31,39,8,32,8,31,77,31,62
979,16,5,4,31,39,8,31,8,31,56,31,23
980,16,5,4,36,48,7,37,8,36,56,36,37
981,16,5,8,810,991,7,827,8,815,71,810,1109
982,16,5,8,636,854,8,659,9,650,59,636,99
983,16,5,8,557,726,7,570,8,561,56,557,834
984,16,5,8,650,868,13,650,13,655,63,650,47
985,16,5,8,538,799,11,549,32,548,75,538,274
986,16,5,16,137649,179679,13,140080,11,139495,75,137649,574
987,16,5,16,187080,285293,13,188162,13,188162,74,187080,65
988,16,5,16,133570,193652,11,137645,14,136674,60,133570,158
989,16,5,16,205492,234244,7,209166,8,209275,56,205492,660
990,16,5,16,107255,124182,8,108444,8,108067,78,107255,5492
991,17,5,4,50,56,10,51,10,51,63,50,124
992,17,5,4,35,51,8,36,9,36,100,35,148
993,17,5,4,47,60,8,49,9,48,262,47,7928
994,17,5,4,28,33,10,29,9,28,63,28,293
995,17,5,4,38,48,8,39,9,39,59,38,761
996,17,5,8,863,1120,8,878,9,875,59,863,2772
997,17,5,8,538,593,9,561,9,546,62,538,603
998,17,5,8,851,1063,8,851,9,857,60,851,46
999,17,5,8,836,1136,8,856,9,848,58,836,1024
1000,17,5,8,440,658,9,446,9,449,71,440,323
1001,17,5,16,177706,271565,8,178780,9,179083,79,177706,457
1002,17,5,16,202798,231923,9,216908,10,204335,89,202798,1281
1003,17,5,16,123950,150266,9,128187,9,127518,265,123950,3208
1004,17,5,16,114093,154124,15,119163,14,114340,86,114093,1774
1005,17,5,16,213545,262503,14,218385,29,215038,91,213545,842
1006,18,5,4,44,61,13,44,14,44,84,44,107
1007,18,5,4,54,62,12,56,14,54,84,54,266
1008,18,5,4,47,52,12,49,13,48,85,47,5063
1009,18,5,4,37,53,15,37,14,37,87,37,28
1010,18,5,4,53,80,12,54,12,53,85,53,258
1011,18,5,8,692,1052,12,697,14,697,81,692,961
1012,18,5,8,464,667,12,472,14,471,81,464,2026
1013,18,5,8,792,978,13,794,14,798,84,792,234
1014,18,5,8,462,515,12,491,14,464,84,462,787
1015,18,5,8,855,1245,14,892,14,861,95,855,876
1016,18,5,16,217553,244521,13,224760,13,226018,89,217553,3269
1017,18,5,16,148114,208691,15,148802,14,149093,91,148114,702
1018,18,5,16,156526,237514,13,157347,14,157731,86,156526,693
1019,18,5,16,150885,181584,12,153360,14,151582,85,150885,1428
1020,18,5,16,157956,252105,16,160174,15,158959,90,157956,204
1021,19,5,4,49,57,13,49,14,49,88,49,87
1022,19,5,4,51,67,12,51,13,51,89,51,247
1023,19,5,4,40,54,11,41,15,40,87,40,298
1024,19,5,4,56,73,9,56,9,56,87,56,10963
1025,19,5,4,32,41,12,32,10,32,70,32,1117
1026,19,5,8,619,853,10,627,10,623,68,619,351
1027,19,5,8,559,634,13,588,13,588,70,559,4637
1028,19,5,8,671,882,110,675,16,680,90,671,5529
1029,19,5,8,752,964,12,760,11,763,72,752,5066
1030,19,5,8,685,794,11,694,11,690,70,685,3773
1031,19,5,16,158350,199265,10,162678,10,159496,68,158350,471
1032,19,5,16,193192,255932,9,199047,10,196084,63,193192,253
1033,19,5,16,244919,295516,8,244919,10,246741,65,244919,59
1034,19,5,16,244073,284928,8,250113,45,247471,88,244073,1931
1035,19,5,16,180974,279433,10,181657,10,181953,68,180974,781
1036,20,5,4,47,64,9,47,10,47,66,47,1300
1037,20,5,4,36,43,9,37,10,36,66,36,2931
1038,20,5,4,47,70,11,48,11,47,70,47,1118
1039,20,5,4,60,83,9,61,10,60,66,60,685
1040,20,5,4,48,55,9,49,10,48,67,48,9322
1041,20,5,8,1013,1510,9,1018,11,1020,70,1013,312
1042,20,5,8,536,665,9,545,10,544,66,536,4457
1043,20,5,8,974,1243,9,985,10,981,68,974,8616
1044,20,5,8,717,1114,11,729,11,722,70,717,753
1045,20,5,8,651,1028,9,661,10,656,67,651,228
1046,20,5,16,234069,337183,9,235188,10,235875,79,234069,3237
1047,20,5,16,162993,212913,9,163549,10,163780,66,162993,11144
1048,20,5,16,153820,224318,11,155528,11,154512,70,153820,535
1049,20,5,16,144578,173099,9,146385,11,146613,66,144578,4735
1050,20,5,16,221524,272838,9,223270,10,226353,66,221524,111141
