InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us)
699,13,4,8,445,524,5,473,6,465,42,445,2513
700,13,4,8,585,647,6,604,7,599,43,585,661
701,13,4,16,85813,114377,6,88898,6,89028,43,85813,184
702,13,4,16,110278,125752,6,116148,6,114397,42,110278,2287
703,13,4,16,105331,122549,6,108126,6,106526,43,105331,1105
704,13,4,16,112740,125731,6,114195,6,114513,43,112740,755
705,13,4,16,109611,129525,6,110755,6,110127,43,109611,956
706,14,4,4,33,36,6,33,7,33,45,33,1987
707,14,4,4,36,42,6,39,7,37,45,36,5078
708,14,4,4,26,29,7,27,7,27,46,26,305
709,14,4,4,29,31,6,31,6,30,44,29,3999
710,14,4,4,29,34,7,30,7,29,45,29,1620
711,14,4,8,387,472,7,399,7,391,45,387,1739
712,14,4,8,450,530,6,468,7,461,45,450,2802
713,14,4,8,574,670,6,592,7,579,46,574,1729
714,14,4,8,464,536,6,496,7,469,45,464,466
715,14,4,8,346,433,6,349,7,346,46,346,97
716,14,4,16,115448,128711,6,119210,7,116194,46,115448,755
717,14,4,16,119814,142576,6,121520,7,122154,46,119814,1431
718,14,4,16,116449,145268,6,119508,7,118775,45,116449,951
719,14,4,16,140741,158109,6,144305,7,142696,44,140741,3126
720,14,4,16,136167,156207,8,146344,7,138931,65,136167,11855
721,15,4,4,32,38,9,33,7,33,52,32,1740
722,15,4,4,35,37,7,35,7,35,48,35,1262
723,15,4,4,33,41,6,34,7,33,47,33,3229
724,15,4,4,34,36,7,34,7,34,48,34,172
725,15,4,4,28,30,6,29,7,29,46,28,2711
726,15,4,8,496,620,7,502,7,497,49,496,801
727,15,4,8,474,508,6,500,7,486,47,474,13174
728,15,4,8,567,646,9,608,7,570,50,567,16645
729,15,4,8,502,519,9,503,8,503,53,502,2076
730,15,4,8,466,503,7,470,7,472,49,466,6337
731,15,4,16,96108,115747,7,99765,7,96668,50,96108,1475
732,15,4,16,113241,138946,7,116661,7,115826,47,113241,10461
733,15,4,16,116215,144341,9,120508,8,117515,63,116215,2720
734,15,4,16,120527,146657,8,124644,8,120527,53,120527,559
735,15,4,16,87130,99496,7,89490,8,89225,49,87130,2175
736,16,4,4,37,45,8,37,8,37,52,37,1577
737,16,4,4,33,36,7,34,7,33,56,33,1772
738,16,4,4,33,38,7,34,8,34,50,33,5068
739,16,4,4,31,34,9,31,8,31,53,31,2019
740,16,4,4,30,33,7,31,7,30,49,30,5138
741,16,4,8,604,731,8,632,8,616,52,604,9788
742,16,4,8,406,470,10,409,11,408,56,406,660
743,16,4,8,454,559,7,461,8,460,50,454,6357
744,16,4,8,527,568,8,539,8,536,57,527,4890
745,16,4,8,518,579,7,526,8,521,51,518,10374
746,16,4,16,106322,134890,10,107951,8,109484,56,106322,12988
747,16,4,16,156831,171505,9,159570,8,160894,54,156831,52761
748,16,4,16,165485,179829,10,168506,9,168836,54,165485,104595
749,16,4,16,122400,139828,10,123393,8,122786,55,122400,3836
750,16,4,16,135810,159271,9,137129,8,136391,54,135810,9967
751,17,4,4,42,45,9,42,9,42,57,42,18086
752,17,4,4,35,38,10,35,9,35,70,35,9417
753,17,4,4,36,41,8,37,9,37,55,36,14553
754,17,4,4,45,49,9,45,9,45,57,45,35244
755,17,4,4,36,38,10,36,9,36,58,36,50491
756,17,4,8,548,591,11,562,9,554,61,548,39161
757,17,4,8,571,649,10,579,9,576,57,571,38559
758,17,4,8,524,592,10,532,9,534,58,524,37394
759,17,4,8,425,515,10,432,9,433,58,425,44551
760,17,4,8,502,580,10,507,9,507,58,502,14459
761,17,4,16,149493,161847,9,154608,9,151052,58,149493,209648
762,17,4,16,129887,162683,11,131256,9,133872,59,129887,132320
763,17,4,16,141884,151755,11,144240,9,147122,58,141884,22033
764,17,4,16,152957,161252,9,158489,9,156290,57,152957,81265
765,17,4,16,156129,164768,10,169403,9,157078,60,156129,5179
766,18,4,4,38,41,8,38,9,38,56,38,21481
767,18,4,4,36,44,11,37,9,37,59,36,10024
768,18,4,4,33,35,8,33,9,33,56,33,50942
769,18,4,4,38,44,14,38,13,38,74,38,25088
770,18,4,4,32,39,11,32,10,32,61,32,14095
771,18,4,8,624,687,10,656,10,636,60,624,619453
772,18,4,8,575,719,10,591,10,577,59,575,183158
773,18,4,8,688,778,11,720,9,713,59,688,1476218
774,18,4,8,614,705,11,626,10,622,61,614,17230
775,18,4,8,477,556,13,488,12,482,76,477,46602
776,18,4,16,141430,154053,11,147832,10,142045,63,141430,24081
777,18,4,16,182612,197703,10,187062,9,184825,58,182612,434760
778,18,4,16,146406,153473,10,150410,10,147211,60,146406,138708
779,18,4,16,165197,180109,10,167071,10,165553,62,165197,45342
780,18,4,16,134315,154999,10,135151,10,134997,59,134315,97949
781,19,4,4,32,39,11,32,10,32,63,32,55119
782,19,4,4,39,46,11,39,10,39,61,39,387024
783,19,4,4,36,40,11,36,10,36,62,36,121207
784,19,4,4,43,44,10,43,9,43,61,43,408764
785,19,4,4,32,34,11,32,10,32,61,32,77802
786,19,4,8,568,605,12,587,10,571,63,568,287110
787,19,4,8,623,737,10,642,10,635,62,623,809954
788,19,4,8,646,734,11,661,10,660,62,646,1018194
789,19,4,8,599,690,11,626,10,611,63,599,185896
790,19,4,8,605,674,11,609,10,616,69,605,1218275
791,19,4,16,152665,166921,11,154987,10,153539,62,152665,497450
792,19,4,16,141115,162040,18,143652,10,143177,75,141115,83160
793,19,4,16,172844,187232,11,180067,10,176095,64,172844,1591181
794,19,4,16,174510,186690,11,175812,10,175430,62,174510,208612
795,19,4,16,171743,191492,11,179201,10,174671,63,171743,1094344
796,20,4,4,39,42,11,39,11,39,65,39,89320
797,20,4,4,35,38,14,35,13,35,72,35,700014
798,20,4,4,34,43,11,34,10,34,65,34,36127
799,20,4,4,37,42,11,37,10,37,67,37,747827
800,20,4,4,43,51,17,43,11,43,64,43,223270
801,20,4,8,588,632,11,619,11,591,66,588,394412
802,20,4,8,493,618,11,497,10,503,65,493,859992
803,20,4,8,634,697,11,643,11,638,63,634,2637361
804,20,4,8,789,863,12,801,10,817,66,789,462041
805,20,4,8,639,756,11,644,10,642,64,639,1168084
806,20,4,16,156109,165815,11,157299,11,158258,64,156109,929813
807,20,4,16,125848,154427,11,126049,11,126758,65,125848,46679
808,20,4,16,191409,222303,11,193412,11,192295,64,191409,1009808
809,20,4,16,164350,198959,11,165546,10,166816,68,164350,446371
810,20,4,16,149803,171494,11,151051,11,150249,66,149803,72177
811,5,5,4,14,14,6,14,4,14,26,14,5
812,5,5,4,13,13,3,13,3,13,21,13,5
813,5,5,4,14,14,3,14,3,14,24,14,4
814,5,5,4,11,11,3,11,3,11,21,11,5
815,5,5,4,14,14,3,14,3,14,21,14,4
816,5,5,8,247,247,3,247,3,247,21,247,5
817,5,5,8,244,244,3,244,3,244,21,244,5
818,5,5,8,252,252,3,252,3,252,21,252,4
819,5,5,8,235,235,3,235,3,235,21,235,5
820,5,5,8,231,231,3,231,3,231,21,231,5
821,5,5,16,65336,65336,3,65336,3,65336,23,65336,5
822,5,5,16,64074,64074,3,64074,3,64074,22,64074,4
823,5,5,16,61993,61993,3,61993,3,61993,18,61993,5
824,5,5,16,44396,44396,3,44396,3,44396,21,44396,4
825,5,5,16,40424,40424,3,40424,3,40424,21,40424,5
826,6,5,4,15,15,3,15,4,15,24,15,5
827,6,5,4,15,20,3,15,4,15,26,15,5
828,6,5,4,15,16,4,15,4,15,24,15,5
829,6,5,4,13,13,3,13,4,13,23,13,5
830,6,5,4,16,21,3,16,4,16,25,16,12
831,6,5,8,255,261,3,255,4,255,28,255,5
832,6,5,8,224,224,3,224,4,224,24,224,5
833,6,5,8,213,213,3,213,11,213,26,213,5
834,6,5,8,231,244,3,231,3,231,25,231,5
835,6,5,8,210,210,3,210,4,210,27,210,5
836,6,5,16,23276,23276,3,23276,4,23276,24,23276,5
837,6,5,16,54765,54765,3,54765,4,54765,24,54765,5
838,6,5,16,64879,92338,4,64879,3,64879,34,64879,5
839,6,5,16,63525,63525,3,63525,4,63525,26,63525,5
840,6,5,16,52496,52496,3,52496,4,52496,25,52496,5
841,7,5,4,15,16,4,15,4,15,27,15,12
842,7,5,4,12,12,4,12,4,12,30,12,5
843,7,5,4,15,15,4,15,4,15,30,15,6
844,7,5,4,21,21,4,21,4,21,27,21,12
845,7,5,4,14,18,4,14,4,14,29,14,5
846,7,5,8,226,226,4,226,4,226,28,226,5
847,7,5,8,254,254,4,254,4,254,30,254,5
848,7,5,8,244,244,4,244,4,244,25,244,5
849,7,5,8,240,240,4,240,4,240,30,240,5
850,7,5,8,238,310,4,238,4,238,29,238,16
851,7,5,16,62094,62094,4,62094,4,62094,28,62094,13
852,7,5,16,59445,59445,4,59445,4,59445,27,59445,5
853,7,5,16,70538,76644,4,70538,4,70538,28,70538,13
854,7,5,16,63468,77136,4,63468,4,63468,29,63468,5
855,7,5,16,60027,60027,4,60027,4,60027,30,60027,5
856,8,5,4,16,16,4,16,4,16,30,16,17
857,8,5,4,15,16,4,15,5,15,32,15,6
858,8,5,4,13,14,4,13,5,13,33,13,6
859,8,5,4,10,13,4,10,5,10,30,10,6
860,8,5,4,15,15,4,15,4,15,30,15,6
861,8,5,8,331,374,4,331,5,331,31,331,15
862,8,5,8,253,253,4,253,4,253,30,253,6
863,8,5,8,223,284,4,223,5,223,31,223,6
864,8,5,8,254,331,4,254,5,254,30,254,6
865,8,5,8,252,355,4,252,4,252,30,252,6
866,8,5,16,57562,64686,4,57562,8,57562,34,57562,6
867,8,5,16,64075,86097,4,64075,5,64075,33,64075,14
868,8,5,16,77320,97726,4,77320,4,77549,32,77320,14
869,8,5,16,79596,82743,4,79596,4,79596,31,79596,16
870,8,5,16,42092,52105,4,42092,5,42092,33,42092,6
871,9,5,4,17,18,4,17,5,17,34,17,21
872,9,5,4,22,23,5,22,5,22,33,22,15
873,9,5,4,15,19,4,15,5,15,35,15,6
874,9,5,4,16,18,5,16,5,16,34,16,17
875,9,5,4,17,22,5,17,5,17,35,17,17
876,9,5,8,251,379,5,251,5,252,36,251,6
877,9,5,8,150,168,4,150,5,150,36,150,6
878,9,5,8,313,345,5,313,5,313,35,313,14
879,9,5,8,234,234,4,234,5,234,33,234,6
880,9,5,8,344,416,4,344,5,344,35,344,14
881,9,5,16,95349,120910,5,95349,5,95349,35,95349,14
882,9,5,16,63521,79308,5,66253,5,63521,36,63521,24
883,9,5,16,72996,90546,4,72996,5,72996,35,72996,30
884,9,5,16,73619,80549,4,73619,5,73619,34,73619,16
885,9,5,16,65523,68697,4,65523,5,65523,33,65523,6
886,10,5,4,17,21,5,17,5,17,37,17,15
887,10,5,4,18,22,5,18,5,18,37,18,16
888,10,5,4,17,19,5,17,5,17,37,17,18
889,10,5,4,16,16,5,16,5,16,37,16,16
890,10,5,4,21,24,5,21,5,21,37,21,24
891,10,5,8,270,282,5,283,5,270,37,270,47
892,10,5,8,285,333,5,285,5,285,37,285,26
893,10,5,8,283,284,7,314,7,283,38,283,55
894,10,5,8,304,357,5,304,6,305,36,304,25
895,10,5,8,340,415,5,340,5,340,39,340,18
896,10,5,16,77519,88321,5,77519,5,77519,39,77519,16
897,10,5,16,64654,94815,5,64654,5,64654,46,64654,7
898,10,5,16,73846,98127,5,73846,5,73846,38,73846,18
899,10,5,16,63983,77999,5,63983,5,63983,39,63983,7
900,10,5,16,84392,107672,5,84392,5,84728,38,84392,18
901,11,5,4,20,28,5,20,6,20,41,20,14
902,11,5,4,17,19,5,17,6,17,39,17,59
903,11,5,4,21,26,5,23,6,21,40,21,32
904,11,5,4,17,19,6,18,6,17,39,17,52
905,11,5,4,16,23,5,16,6,16,39,16,22
906,11,5,8,248,361,5,248,6,248,42,248,7
907,11,5,8,294,311,6,294,6,295,41,294,17
908,11,5,8,313,386,5,313,6,313,41,313,15
909,11,5,8,233,315,5,233,6,234,40,233,16
910,11,5,8,251,398,5,252,6,251,41,251,28
911,11,5,16,71679,72152,5,71679,6,72024,39,71679,14
912,11,5,16,80293,103989,5,80293,6,80343,40,80293,15
913,11,5,16,67183,67183,5,67183,6,67360,41,67183,14
914,11,5,16,79774,102593,5,79774,6,79913,40,79774,15
915,11,5,16,88983,101415,5,88983,6,89019,40,88983,32
916,12,5,4,25,28,8,25,6,25,43,25,15
917,12,5,4,18,22,6,18,6,18,42,18,27
918,12,5,4,20,25,6,21,6,21,44,20,69
919,12,5,4,19,23,7,19,6,19,54,19,17
920,12,5,4,19,24,6,19,7,19,44,19,74
921,12,5,8,396,467,6,404,7,398,43,396,78
922,12,5,8,414,473,6,414,6,414,42,414,15
923,12,5,8,304,440,6,304,6,304,44,304,17
924,12,5,8,458,550,6,504,6,458,43,458,3837
925,12,5,8,253,339,9,263,7,253,50,253,75
926,12,5,16,105028,115484,6,105028,7,105028,45,105028,16
927,12,5,16,87965,108512,6,87965,101,87965,47,87965,18
928,12,5,16,83877,114961,6,83877,7,83877,52,83877,551
929,12,5,16,91346,115276,7,91346,7,91346,49,91346,18
930,12,5,16,72302,82202,6,72302,7,72444,45,72302,16
931,13,5,4,22,24,6,22,7,22,45,22,23
932,13,5,4,25,30,6,25,7,25,46,25,53
933,13,5,4,15,21,6,15,7,15,53,15,31
934,13,5,4,23,27,6,23,7,23,45,23,38
935,13,5,4,27,32,6,29,6,27,47,27,1184
936,13,5,8,420,488,7,484,7,420,114,420,1732
937,13,5,8,241,338,7,241,7,242,53,241,9
938,13,5,8,332,369,6,337,7,333,60,332,54
939,13,5,8,341,357,6,341,7,341,46,341,16
940,13,5,8,384,453,6,384,7,384,47,384,16
941,13,5,16,57301,76492,6,57577,7,57312,48,57301,38
942,13,5,16,93396,105589,6,97568,7,93396,47,93396,85
943,13,5,16,87744,97943,6,87744,7,87744,47,87744,17
944,13,5,16,84680,114775,6,84680,7,84680,47,84680,16
945,13,5,16,82722,89623,6,85775,7,82722,47,82722,70
946,14,5,4,25,30,6,25,7,25,47,25,183
947,14,5,4,23,29,6,24,7,23,60,23,135
948,14,5,4,22,30,7,22,7,22,48,22,170
949,14,5,4,27,29,6,27,7,27,48,27,49
950,14,5,4,22,28,6,23,7,22,48,22,145
951,14,5,8,366,454,6,379,7,367,50,366,317
952,14,5,8,364,448,6,383,7,367,50,364,427
953,14,5,8,356,441,6,356,7,358,49,356,16
954,14,5,8,402,423,6,402,7,403,48,402,7690
955,14,5,8,324,366,9,334,8,324,53,324,75
956,14,5,16,95506,107087,7,98498,8,96382,50,95506,298
957,14,5,16,103727,125728,7,106460,7,104899,49,103727,1841
958,14,5,16,98748,127433,8,99986,8,98819,53,98748,77
959,14,5,16,95614,132303,6,99500,7,95614,50,95614,288
960,14,5,16,96564,104832,7,104220,7,100049,51,96564,1388
961,15,5,4,27,33,9,28,8,27,177,27,2531
962,15,5,4,26,28,8,27,8,26,52,26,2286
963,15,5,4,23,29,7,24,8,23,53,23,424
964,15,5,4,26,30,7,26,8,26,51,26,16
965,15,5,4,19,24,7,19,7,19,52,19,216
966,15,5,8,336,423,7,337,7,340,52,336,1418
967,15,5,8,441,542,7,455,8,445,52,441,5180
968,15,5,8,316,357,8,331,8,317,54,316,609
969,15,5,8,347,430,7,355,8,353,52,347,4538
970,15,5,8,374,408,9,389,8,394,55,374,8720
971,15,5,16,93622,105310,8,95111,8,93622,56,93622,381
972,15,5,16,79261,86507,7,84201,8,80416,53,79261,4134
973,15,5,16,107558,110079,8,109895,8,109681,53,107558,3803
974,15,5,16,106149,124803,9,106149,8,106149,56,106149,17
975,15,5,16,71575,75481,7,71575,8,71804,53,71575,16
976,16,5,4,29,33,7,30,8,30,53,29,3379
977,16,5,4,22,29,8,22,8,22,56,22,99
978,16,5,4,18,26,7,18,8,18,58,18,60
979,16,5,4,25,33,7,25,8,25,53,25,961
980,16,5,4,29,36,7,29,8,29,70,29,5041
981,16,5,8,387,450,8,387,9,388,58,387,18
982,16,5,8,383,498,7,395,8,389,55,383,6334
983,16,5,8,374,396,9,376,15,375,59,374,204
984,16,5,8,377,434,7,392,18,386,54,377,1921
985,16,5,8,324,383,8,328,8,328,57,324,220
986,16,5,16,118982,160180,7,122023,8,120858,55,118982,2490
987,16,5,16,128843,156363,8,143101,9,129151,56,128843,4909
988,16,5,16,116879,125063,9,120976,9,119822,59,116879,22009
989,16,5,16,150188,181582,9,161301,9,150359,58,150188,39470
990,16,5,16,92864,116983,11,94311,8,93766,59,92864,6119
991,17,5,4,27,37,8,28,9,28,58,27,627
992,17,5,4,32,38,7,32,9,32,57,32,5450
993,17,5,4,26,28,11,27,10,27,58,26,3116
994,17,5,4,25,28,9,25,10,25,62,25,483
995,17,5,4,27,34,8,27,9,27,77,27,13989
996,17,5,8,521,567,10,542,10,539,61,521,81893
997,17,5,8,463,571,14,492,13,471,80,463,7841
998,17,5,8,444,522,9,469,9,454,60,444,122357
999,17,5,8,435,557,11,442,10,444,63,435,42942
1000,17,5,8,313,426,10,316,10,316,63,313,14666
1001,17,5,16,126102,156115,8,138663,9,126638,61,126102,5916
1002,17,5,16,140583,162724,9,145817,10,141675,68,140583,72477
1003,17,5,16,80307,91330,11,83713,10,80880,64,80307,2781
1004,17,5,16,158516,172900,8,164026,9,161137,59,158516,343295
1005,17,5,16,115554,123174,10,119467,10,116101,64,115554,26777
1006,18,5,4,32,38,11,34,10,32,63,32,2284
1007,18,5,4,32,41,9,32,10,32,61,32,50972
1008,18,5,4,27,31,13,28,13,27,82,27,15428
1009,18,5,4,30,33,11,31,10,31,72,30,30150
1010,18,5,4,25,30,10,25,10,25,62,25,3475
1011,18,5,8,415,539,9,434,10,417,64,415,4022
1012,18,5,8,477,606,9,482,10,481,61,477,33469
1013,18,5,8,501,563,11,524,10,502,63,501,37549
1014,18,5,8,549,657,10,560,10,558,73,549,11469
1015,18,5,8,521,642,11,536,11,531,64,521,57619
1016,18,5,16,111768,121287,11,112596,10,113388,70,111768,20705
1017,18,5,16,104387,115624,10,105166,10,108833,62,104387,152858
1018,18,5,16,111829,130848,11,114802,11,114633,65,111829,14907
1019,18,5,16,128723,154038,11,136857,10,131674,63,128723,160399
1020,18,5,16,105327,120395,11,112906,11,106606,67,105327,4170
1021,19,5,4,40,45,8,41,10,40,63,40,2495256
1022,19,5,4,36,43,11,37,10,36,67,36,254372
1023,19,5,4,34,37,18,36,10,35,69,34,26688
1024,19,5,4,32,37,11,33,10,32,66,32,232047
1025,19,5,4,37,43,10,38,10,37,65,37,1535898
1026,19,5,8,490,619,12,512,11,494,67,490,610082
1027,19,5,8,370,399,11,377,11,372,70,370,11027
1028,19,5,8,507,618,10,539,10,519,66,507,2164720
1029,19,5,8,484,572,11,501,11,500,69,484,164664
1030,19,5,8,645,718,11,676,11,654,66,645,4475122
1031,19,5,16,121603,153550,12,126827,11,123216,68,121603,477588
1032,19,5,16,122168,143668,11,126783,11,124797,69,122168,119845
1033,19,5,16,91247,110827,14,92205,13,92697,86,91247,271605
1034,19,5,16,142597,171591,11,148406,11,143417,71,142597,645750
1035,19,5,16,134554,155336,11,140183,11,135148,69,134554,18390
1036,20,5,4,35,42,11,35,11,35,70,35,59669
1037,20,5,4,35,41,12,36,11,35,70,35,671355
1038,20,5,4,33,35,11,33,11,33,70,33,147163
1039,20,5,4,33,40,12,34,11,33,71,33,81937
1040,20,5,4,32,34,11,33,10,32,70,32,470371
1041,20,5,8,479,620,12,489,12,481,70,479,49749
1042,20,5,8,478,507,12,494,11,493,69,478,2158549
1043,20,5,8,386,417,17,395,16,390,88,386,97844
1044,20,5,8,517,625,11,535,11,524,70,517,385684
1045,20,5,8,652,694,11,663,11,664,69,652,4235182
1046,20,5,16,132432,167527,16,135259,11,135024,71,132432,1416809
1047,20,5,16,136752,157232,14,140690,14,137428,89,136752,14450
1048,20,5,16,126564,147964,11,128772,11,129199,68,126564,451303
1049,20,5,16,138338,158196,12,140103,11,139095,78,138338,48318
1050,20,5,16,144454,173347,11,152370,11,147531,69,144454,435082
