InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),LRM_MaxGroupSum,LRM_Time(us)
1119,16,16,20,670,670,21,670,15,0,131,670,23
1120,16,16,20,4989,4989,4,4989,4,0,1043,4989,60
1121,16,16,20,1782,1782,20,1782,4,0,347,1782,52
1122,16,16,20,1390,1390,13,1390,5,0,244,1390,30
1123,16,16,20,5221,5221,9,5221,4,0,1240,5221,62
1124,16,16,20,2305,2305,20,2305,7,0,452,2305,54
1125,16,16,20,5857,5857,59,5857,66,0,854,5857,58
1126,40,2,8,44,46,31,44,234,35,83,52,30
1127,40,2,8,62,64,18,62,65,53,54,74,40
1128,40,2,8,46,46,4,46,17,38,42,53,53
1129,40,2,8,63,64,5,63,20,50,54,71,23
1130,40,2,8,56,56,4,56,21,48,42,59,20
1131,40,2,8,66,72,5,66,17,50,49,81,19
1132,40,2,8,49,49,4,49,18,43,43,57,19
1133,40,2,8,68,68,4,68,18,47,39,84,21
1134,40,2,8,61,63,4,61,18,54,42,66,20
1135,40,2,8,49,49,5,49,17,41,44,55,49
1136,40,2,8,62,63,5,62,18,38,41,77,20
1137,40,2,8,69,69,4,69,20,57,42,74,20
1138,40,2,8,46,46,5,46,24,41,43,48,20
1139,40,2,8,58,58,5,58,20,51,44,63,20
1140,40,2,8,59,59,5,59,17,48,42,77,20
1141,40,2,8,54,54,5,54,19,45,47,58,20
1142,40,2,8,50,50,5,50,20,42,42,59,21
1143,40,2,8,67,67,4,67,19,54,42,77,20
1144,40,2,8,63,63,5,63,22,51,42,68,21
1145,40,2,8,50,50,5,50,17,37,42,57,20
1146,40,2,8,43,43,4,43,20,40,44,48,27
1147,40,2,8,60,60,5,60,22,34,42,67,20
1148,40,2,8,65,74,5,65,19,32,40,74,19
1149,40,2,8,47,47,5,47,19,36,40,52,20
1150,40,2,8,49,49,5,49,20,43,41,51,24
1151,40,2,16,2433,2435,6,2433,25,1122,62,2748,21
1152,40,2,16,1598,1687,6,1598,23,1136,77,1967,23
1153,40,2,16,307,307,4,307,20,197,37,387,18
1154,40,2,16,1693,2046,4,1693,20,787,52,2165,18
1155,40,2,16,2728,2776,5,2728,18,1722,59,3534,19
1156,40,2,16,625,625,5,625,18,377,45,712,18
1157,40,2,16,970,1237,4,970,17,494,47,1244,24
1158,40,2,16,1681,1825,5,1681,22,895,60,2030,21
1159,40,2,16,1856,2204,5,1856,22,983,55,2375,20
1160,40,2,16,272,335,4,272,44,106,41,304,19
1161,40,2,16,2388,2388,5,2388,21,926,81,2849,21
1162,40,2,16,2564,2572,5,2564,20,1063,69,2987,152
1163,40,2,16,637,637,7,637,36,451,48,744,20
1164,40,2,16,3098,4021,9,3098,25,1626,129,4053,22
1165,40,2,16,2933,3925,5,2933,25,1459,63,3370,24
1166,40,2,16,3024,3558,5,3024,19,1641,61,3494,23
1167,40,2,16,431,509,4,431,21,163,40,487,18
1168,40,2,16,2078,2310,5,2078,18,858,67,2361,20
1169,40,2,16,377,386,4,377,19,219,40,453,19
1170,40,2,16,2068,2397,5,2068,19,882,62,2287,19
1171,40,2,16,2498,2719,5,2498,20,1312,139,2941,23
1172,40,2,16,496,548,5,496,21,318,45,554,33
1173,40,2,16,143,147,5,143,21,30,44,147,20
1174,40,2,16,2837,3086,5,2837,18,1630,63,3462,19
1175,40,2,16,1938,1938,5,1938,19,1231,55,2225,20
1176,40,2,20,37224,39351,17,37224,22,27247,323,40009,42
1177,40,2,20,19028,22318,18,19028,28,8943,281,22412,27
1178,40,2,20,5611,5921,8,5611,27,3453,100,6536,21
1179,40,2,20,49191,51823,5,49191,19,5769,972,52114,73
1180,40,2,20,33384,40252,30,33384,66,25684,289,40836,48
1181,40,2,20,51917,51948,10,51917,896,18246,881,59185,81
1182,40,2,20,39463,40630,12,39463,41,12135,525,41478,44
1183,40,2,20,20583,20981,12,20583,30,7508,421,25187,53
1184,40,2,20,30991,33645,89,31035,1335,22356,194,32963,52
1185,40,2,20,41357,42419,33,42036,44,24904,679,44820,248
1186,40,2,20,36956,42754,33,36956,66,13403,921,46209,402
1187,40,2,20,19413,20930,118,19939,58,11138,530,23961,81
1188,40,2,20,38475,38494,85,38475,61,27597,356,45387,58
1189,40,2,20,23441,27469,11,23441,56,15806,296,25102,1507
1190,40,2,20,49582,53906,46,49582,201,26197,764,68283,106
1191,40,2,20,21960,23487,33,21960,58,15715,284,26874,52
1192,40,2,20,21924,22334,10,22120,48,14461,260,24865,52
1193,40,2,20,50531,71931,10,50531,51,30341,819,64859,104
1194,40,2,20,43071,44933,32,43071,53,31478,479,46614,55
1195,40,2,20,22809,28706,16,22822,52,13048,376,29819,69
1196,40,2,20,7702,11348,13,7702,52,4703,389,10790,45
1197,40,2,20,16649,18202,33,16649,119,1688,701,17725,135
1198,40,2,20,35674,37849,75,35674,71,27946,631,44315,61
1199,40,2,20,19267,19996,14,19267,43,14084,229,21242,32
1200,40,2,20,46466,53784,10,46466,30,27486,474,57826,55
1201,39,3,8,47,48,15,47,42,42,50,54,23
1202,39,3,8,58,58,5,58,23,47,41,66,21
1203,39,3,8,64,64,4,64,18,45,42,78,22
1204,39,3,8,56,60,5,56,20,40,41,75,21
1205,39,3,8,66,68,5,66,21,57,42,82,23
1206,39,3,8,69,96,5,69,19,54,39,87,22
1207,39,3,8,67,68,5,67,19,57,41,77,23
1208,39,3,8,55,78,5,55,25,43,587,72,84
1209,39,3,8,69,79,13,69,28,52,43,77,375
1210,39,3,8,67,73,13,67,64,55,55,79,26
1211,39,3,8,56,56,5,56,1688,31,72,66,95
1212,39,3,8,56,65,8,56,107,47,73,62,59
1213,39,3,8,52,58,14,52,47,46,43,61,27
1214,39,3,8,40,50,5,40,23,36,41,50,21
1215,39,3,8,41,49,5,41,14,38,39,51,21
1216,39,3,8,47,53,7,47,18,43,39,57,21
1217,39,3,8,66,81,5,66,16,53,39,79,21
1218,39,3,8,41,41,5,41,16,37,40,47,21
1219,39,3,8,55,58,4,55,17,49,39,68,21
1220,39,3,8,58,82,5,58,15,42,42,79,20
1221,39,3,8,42,42,4,42,16,37,39,52,26
1222,39,3,8,41,54,5,41,15,32,40,55,20
1223,39,3,8,64,75,5,64,15,25,44,71,25
1224,39,3,8,49,52,5,49,14,24,38,61,20
1225,39,3,8,55,55,4,55,17,26,41,64,23
1226,39,3,16,389,425,5,389,15,311,41,480,22
1227,39,3,16,1706,1827,5,1706,18,1249,51,2029,22
1228,39,3,16,1317,1687,5,1317,18,632,57,1607,21
1229,39,3,16,2127,2210,7,2138,16,1259,61,2416,21
1230,39,3,16,582,707,5,582,18,362,48,781,21
1231,39,3,16,810,870,5,810,18,579,49,1091,22
1232,39,3,16,1880,2069,5,1880,18,481,83,2205,240
1233,39,3,16,1040,1053,7,1045,23,658,54,1293,24
1234,39,3,16,1027,1409,6,1027,18,771,54,1304,22
1235,39,3,16,1882,2035,5,1882,17,822,102,2617,22
1236,39,3,16,439,455,5,439,19,281,43,608,21
1237,39,3,16,1574,1842,6,1574,19,695,63,1914,21
1238,39,3,16,1944,2015,5,1944,20,855,73,2675,22
1239,39,3,16,1791,2458,5,1832,17,760,76,2200,22
1240,39,3,16,442,460,10,442,19,288,43,593,22
1241,39,3,16,240,271,5,240,17,159,38,321,19
1242,39,3,16,1720,2225,7,1756,18,917,60,2076,28
1243,39,3,16,674,915,5,674,17,451,46,889,20
1244,39,3,16,1691,1706,5,1691,17,1134,69,2517,21
1245,39,3,16,193,240,5,193,17,116,38,262,20
1246,39,3,16,964,1095,4,964,18,457,65,1436,23
1247,39,3,16,1201,1843,5,1201,20,545,60,1592,23
1248,39,3,16,341,379,4,341,18,214,42,449,20
1249,39,3,16,2170,2713,42,2170,57,1374,311,2944,53
1250,39,3,16,1031,1647,10,1031,24,710,63,1516,29
1251,39,3,20,19465,23651,6,19465,20,8791,2026,26243,57
1252,39,3,20,31037,37070,15,31037,1129,17511,522,38533,62
1253,39,3,20,22410,28217,18,22410,230,9501,522,27128,59
1254,39,3,20,17541,21402,79,17541,60,4614,528,21728,49
1255,39,3,20,34630,44615,31,34630,42,14735,957,45907,59
1256,39,3,20,27017,30321,22,27017,74,19158,497,36443,54
1257,39,3,20,13318,15320,16,13318,43,5756,379,17807,67
1258,39,3,20,19486,21289,17,19486,48,13111,436,27475,37
1259,39,3,20,4966,6935,9,4966,29,3484,118,6467,22
1260,39,3,20,26436,27085,5,26436,16,4335,757,28939,46
1261,39,3,20,26577,31741,25,26577,40,13322,624,37423,44
1262,39,3,20,33607,50996,15,33643,159,17952,845,47402,64
1263,39,3,20,9864,10307,17,9866,48,3536,409,11511,40
1264,39,3,20,11568,12902,11,11568,25,8071,207,15593,24
1265,39,3,20,25538,35000,5,25538,18,8704,646,28865,52
1266,39,3,20,7902,7912,14,7902,43,5103,455,11811,59
1267,39,3,20,15647,16512,10,15647,98,3049,449,16464,41
1268,39,3,20,21725,23708,11,21725,33,13814,798,30078,53
1269,39,3,20,1704,1937,15,1704,33,1193,60,2010,22
1270,39,3,20,34106,36698,5,34702,12,22779,541,46006,46
1271,39,3,20,504,547,16,504,86,375,59,625,22
1272,39,3,20,10182,11328,5,10182,13,6512,241,14492,23
1273,39,3,20,14071,14860,28,14071,57,9984,260,20104,45
1274,39,3,20,16236,18096,9,16236,24,8207,355,24456,38
1275,39,3,20,6498,7639,14,6757,27,3563,171,8114,91
1276,40,4,8,69,78,19,69,42,59,118,95,191
1277,40,4,8,42,46,7,42,16,38,45,54,27
1278,40,4,8,41,48,5,41,12,34,58,54,24
1279,40,4,8,63,71,6,63,15,51,62,91,26
1280,40,4,8,43,47,5,43,13,38,46,54,25
1281,40,4,8,51,66,5,51,13,25,56,65,25
1282,40,4,8,57,72,5,57,14,50,41,72,25
1283,40,4,8,50,57,6,50,12,44,41,62,24
1284,40,4,8,45,59,5,45,12,23,50,52,23
1285,40,4,8,63,78,5,63,11,32,42,71,23
1286,40,4,8,69,97,6,69,13,60,41,92,24
1287,40,4,8,43,54,5,43,12,37,42,58,24
1288,40,4,8,41,52,6,41,13,34,42,57,24
1289,40,4,8,65,80,5,65,13,53,42,80,24
1290,40,4,8,44,57,6,44,12,34,46,58,23
1291,40,4,8,42,50,5,42,12,37,95,54,23
1292,40,4,8,50,65,5,50,12,27,1113,59,53
1293,40,4,8,57,74,13,57,29,46,47,82,26
1294,40,4,8,46,69,7,46,13,37,43,65,25
1295,40,4,8,45,47,6,45,14,40,42,55,25
1296,40,4,8,40,46,6,40,14,37,44,54,25
1297,40,4,8,55,58,5,55,13,46,42,70,24
1298,40,4,8,53,59,5,53,14,41,42,67,26
1299,40,4,8,70,89,13,70,14,57,46,83,24
1300,40,4,8,48,50,6,48,14,38,48,60,26
1301,40,4,16,1135,1670,5,1135,12,455,88,1428,31
1302,40,4,16,114,120,6,114,13,46,50,154,26
1303,40,4,16,279,373,6,279,12,178,48,351,31
1304,40,4,16,605,879,6,605,13,230,58,745,26
1305,40,4,16,191,241,5,191,13,74,81,236,25
1306,40,4,16,1145,1237,6,1145,12,679,77,1504,26
1307,40,4,16,659,876,7,659,13,336,63,923,24
1308,40,4,16,373,441,6,373,13,292,46,481,24
1309,40,4,16,489,623,6,489,13,243,61,665,25
1310,40,4,16,52,57,6,52,13,40,49,65,25
1311,40,4,16,49,65,5,49,14,24,40,55,30
1312,40,4,16,760,1079,6,760,13,349,67,956,25
1313,40,4,16,691,905,6,691,12,467,132,1010,27
1314,40,4,16,1050,1089,6,1050,15,549,88,1553,26
1315,40,4,16,1405,1859,6,1405,14,1098,66,2159,25
1316,40,4,16,989,1189,6,989,13,690,103,1309,29
1317,40,4,16,171,208,6,171,20,132,42,235,24
1318,40,4,16,578,740,6,578,12,336,59,793,25
1319,40,4,16,306,484,6,306,18,138,511,432,42
1320,40,4,16,826,979,14,827,27,405,79,1064,27
1321,40,4,16,1106,1734,6,1106,13,699,65,1634,25
1322,40,4,16,1622,2025,5,1639,12,603,80,1999,56
1323,40,4,16,676,711,5,676,12,568,49,969,24
1324,40,4,16,1546,1823,6,1546,13,1128,73,2126,40
1325,40,4,16,1437,2014,5,1437,14,702,67,1754,24
1326,40,4,20,17774,21118,5,17774,11,12347,335,22825,33
1327,40,4,20,9975,10166,15,9976,706,6528,235,14755,57
1328,40,4,20,21845,33643,10,21845,26,15459,510,28929,49
1329,40,4,20,21886,29647,19,21980,36,17042,567,28210,42
1330,40,4,20,14346,16821,21,14349,47,9331,503,21591,60
1331,40,4,20,25812,27196,19,25812,40,18806,705,33962,69
1332,40,4,20,10418,12540,23,10418,53,7603,336,14344,46
1333,40,4,20,16603,22313,9,16603,31,10505,640,24656,56
1334,40,4,20,9171,13962,33,9182,32,4995,312,12077,35
1335,40,4,20,18837,20747,11,18839,19,15194,440,24887,37
1336,40,4,20,4901,6682,9,4901,21,2433,162,6222,26
1337,40,4,20,6590,8575,6,6590,3393,4628,241,9627,49
1338,40,4,20,22677,35834,10,22691,89,17112,580,34830,117
1339,40,4,20,17458,24937,20,17459,34,13453,437,22968,56
1340,40,4,20,23976,33341,15,23976,41,17141,620,30746,60
1341,40,4,20,2012,2483,18,2012,93,1459,111,2484,27
1342,40,4,20,5445,6842,6,5445,14,2906,211,7598,27
1343,40,4,20,22063,30714,24,22067,38,15833,509,30071,66
1344,40,4,20,21843,23970,19,21843,269,17266,614,28401,283
1345,40,4,20,20240,27474,27,20241,69,16400,503,25635,55
1346,40,4,20,18715,22527,17,18715,34,9385,480,23362,52
1347,40,4,20,602,857,18,602,41,431,59,786,36
1348,40,4,20,20693,23328,8,20694,30,16730,519,25890,61
1349,40,4,20,17366,21714,19,17417,38,8620,524,21876,50
1350,40,4,20,6282,9185,16,6282,25,4469,282,8689,31
1351,40,8,8,42,50,9,43,30,34,48,58,53
1352,40,8,8,56,78,7,56,14,44,45,75,39
1353,40,8,8,64,79,6,64,13,52,92,97,161
1354,40,8,8,57,66,8,57,15,37,53,81,39
1355,40,8,8,59,91,6,59,13,53,48,87,38
1356,40,8,8,70,94,7,70,14,50,48,99,36
1357,40,8,8,59,99,6,59,12,55,45,91,37
1358,40,8,8,43,60,13,43,13,35,43,61,37
1359,40,8,8,59,78,7,60,26,52,50,79,40
1360,40,8,8,45,74,6,45,13,37,45,68,36
1361,40,8,8,47,56,7,47,12,38,53,72,47
1362,40,8,8,67,93,7,67,13,58,49,88,524
1363,40,8,8,64,92,15,64,34,45,74,91,45
1364,40,8,8,70,116,7,70,14,57,96,103,39
1365,40,8,8,67,90,7,67,20,57,47,87,66
1366,40,8,8,69,107,8,70,17,61,46,101,39
1367,40,8,8,69,92,6,69,13,56,46,90,343
1368,40,8,8,44,67,10,44,17,22,85,59,43
1369,40,8,8,67,82,7,67,13,45,47,100,37
1370,40,8,8,64,89,6,64,12,47,46,89,37
1371,40,8,8,48,72,9,48,14,44,64,67,35
1372,40,8,8,53,67,6,53,12,44,46,79,37
1373,40,8,8,44,69,6,44,11,28,45,64,36
1374,40,8,8,57,89,6,57,132,47,49,78,39
1375,40,8,8,53,80,6,53,13,34,49,75,35
1376,40,8,16,442,523,7,447,13,354,58,612,38
1377,40,8,16,48,67,6,48,12,43,45,69,36
1378,40,8,16,381,507,6,383,24,311,63,570,49
1379,40,8,16,368,448,7,370,14,242,65,524,36
1380,40,8,16,498,621,7,502,16,379,65,722,37
1381,40,8,16,657,902,7,667,13,535,73,967,38
1382,40,8,16,401,538,7,405,13,348,64,577,36
1383,40,8,16,404,575,6,406,21,339,57,555,38
1384,40,8,16,389,559,6,395,18,354,75,507,38
1385,40,8,16,706,955,8,707,13,491,85,965,98
1386,40,8,16,788,981,7,789,21,493,83,1124,39
1387,40,8,16,226,350,8,226,13,182,55,333,37
1388,40,8,16,191,254,6,192,17,140,50,288,35
1389,40,8,16,168,228,6,169,17,125,61,233,37
1390,40,8,16,753,1039,7,756,46,595,86,1137,38
1391,40,8,16,721,942,8,731,14,598,101,976,44
1392,40,8,16,427,660,8,435,13,343,66,678,41
1393,40,8,16,233,313,7,234,15,198,55,355,38
1394,40,8,16,461,585,7,463,24,353,94,675,38
1395,40,8,16,504,767,8,505,22,396,75,726,46
1396,40,8,16,454,548,8,456,45,372,73,692,75
1397,40,8,16,278,374,8,281,20,235,242,393,43
1398,40,8,16,187,280,9,189,17,158,191,278,94
1399,40,8,16,676,910,27,682,55,538,77,869,41
1400,40,8,16,624,856,7,629,18,539,83,893,38
1401,40,8,20,1572,2117,8,1575,19,1137,116,2326,36
1402,40,8,20,5059,7659,8,5072,19,4014,296,7566,69
1403,40,8,20,10149,13464,15,10206,50,7627,571,15497,66
1404,40,8,20,9460,12480,5602,9517,77,7411,565,14341,87
1405,40,8,20,8415,10100,18,8506,30,7158,482,12051,52
1406,40,8,20,7397,11558,16,7419,38,5271,351,10562,46
1407,40,8,20,72,85,10,72,20,61,45,110,35
1408,40,8,20,8141,12449,7,8277,20,5415,2944,11563,89
1409,40,8,20,11251,15706,29,11326,49,9229,517,16829,110
1410,40,8,20,4590,7652,19,4600,42,3447,290,7074,41
1411,40,8,20,2297,3485,8,2352,20,1995,156,3501,37
1412,40,8,20,1468,1881,7,1480,27,1155,186,1987,38
1413,40,8,20,7027,10461,9,7057,16,4130,477,10024,48
1414,40,8,20,12089,20275,24,12228,57,9284,705,18720,84
1415,40,8,20,8097,12659,20,8119,32,6069,535,12090,56
1416,40,8,20,11488,16284,15,11514,37,9132,596,15321,70
1417,40,8,20,9307,10948,20,9354,32,7247,846,13239,77
1418,40,8,20,11360,17764,21,11598,29,9122,656,17514,77
1419,40,8,20,4582,5919,22,4597,45,4353,467,5828,57
1420,40,8,20,6984,11809,11,7003,32,4986,416,10078,58
1421,40,8,20,12331,17821,14,12340,30,5885,956,16256,133
1422,40,8,20,7208,9793,30,7245,48,5917,434,9641,61
1423,40,8,20,12806,21509,12,12850,20,10309,715,19321,72
1424,40,8,20,12891,15940,26,12909,39,9149,1113,18852,79
1425,40,8,20,6412,11015,21,6423,26,5022,351,10219,51
1426,32,16,8,67,106,15,67,17,40,51,95,81
1427,32,16,8,50,71,8,50,13,29,59,74,44
1428,32,16,8,52,80,9,52,28,26,50,73,45
1429,32,16,8,68,102,8,68,17,38,53,99,42
1430,32,16,8,57,92,7,57,16,32,49,80,51
1431,32,16,8,50,77,7,50,17,28,54,74,43
1432,32,16,8,49,75,7,49,16,40,45,72,84
1433,32,16,8,46,69,7,46,17,28,49,65,49
1434,32,16,8,43,60,6,43,18,23,47,62,41
1435,32,16,8,41,64,7,41,13,27,46,58,43
1436,32,16,8,53,75,6,53,16,35,53,77,44
1437,32,16,8,63,89,12,63,18,42,64,93,43
1438,32,16,8,56,84,8,56,17,36,107,81,43
1439,32,16,8,45,60,8,45,19,23,61,66,43
1440,32,16,8,63,86,7,63,21,38,59,91,47
1441,32,16,8,63,99,7,63,16,36,52,90,41
1442,32,16,8,53,81,7,53,16,28,50,77,43
1443,32,16,8,63,89,7,63,17,36,57,92,50
1444,32,16,8,66,100,54,66,21,35,56,94,44
1445,32,16,8,58,82,7,58,48,30,62,85,42
1446,32,16,8,40,65,7,40,17,24,48,57,41
1447,32,16,8,67,92,7,67,12,29,60,94,43
1448,32,16,8,45,59,8,45,15,39,45,57,44
1449,32,16,8,69,102,7,69,21,50,54,102,143
1450,32,16,8,64,97,8,64,17,32,55,92,43
1451,32,16,16,328,517,14,328,14,158,290,460,156
1452,32,16,16,290,434,30,290,60,136,99,425,72
1453,32,16,16,62,96,13,62,78,27,55,88,223
1454,32,16,16,230,352,10,230,20,91,97,317,44
1455,32,16,16,120,177,11,120,17,55,150,167,46
1456,32,16,16,209,289,21,209,53,105,75,308,44
1457,32,16,16,298,489,9,298,11,165,81,441,43
1458,32,16,16,53,76,8,53,10,24,51,74,63
1459,32,16,16,69,100,8,69,10,36,53,96,42
1460,32,16,16,341,517,8,341,28,165,169,498,83
1461,32,16,16,90,124,27,90,39,44,62,122,44
1462,32,16,16,203,328,8,203,15,100,111,297,65
1463,32,16,16,157,228,8,157,17,76,64,231,279
1464,32,16,16,393,550,9,393,20,182,113,569,46
1465,32,16,16,381,607,9,381,13,189,87,569,77
1466,32,16,16,107,167,8,107,21,53,57,147,43
1467,32,16,16,342,502,7,342,15,181,74,493,43
1468,32,16,16,341,532,7,341,16,171,93,483,42
1469,32,16,16,306,488,9,306,12,141,75,437,42
1470,32,16,16,176,256,8,176,16,100,60,252,42
1471,32,16,16,324,481,8,324,16,176,110,473,43
1472,32,16,16,136,198,7,136,11,85,60,198,45
1473,32,16,16,395,588,7,395,16,235,89,584,327
1474,32,16,16,185,304,8,185,16,91,71,274,55
1475,32,16,16,130,198,8,130,11,57,62,185,43
1476,32,16,20,2664,4422,8,2664,10,1214,342,3835,48
1477,32,16,20,4729,6453,10,4729,24,2224,645,6214,65
1478,32,16,20,979,1536,18,979,31,446,224,1412,46
1479,32,16,20,3227,4001,8,3227,17,1591,434,4659,48
1480,32,16,20,6200,8373,12,6200,23,2787,1041,8727,76
1481,32,16,20,859,1380,20,859,33,410,158,1263,45
1482,32,16,20,1421,1990,7,1421,16,748,202,1969,49
1483,32,16,20,4144,6221,8,4144,17,2050,551,6105,103
1484,32,16,20,1660,2306,14,1660,15,771,240,2424,44
1485,32,16,20,3986,6114,10,3986,12,1601,2985,5521,91
1486,32,16,20,306,452,23,306,38,151,80,449,42
1487,32,16,20,4320,6003,7,4320,17,2146,502,6046,74
1488,32,16,20,6225,10484,18,6225,16,3054,989,9170,83
1489,32,16,20,529,780,25,529,47,242,130,759,48
1490,32,16,20,6207,9890,9,6207,13,2960,1052,8945,1130
1491,32,16,20,3997,5916,28,3997,50,1930,1190,5835,88
1492,32,16,20,1539,2188,22,1539,40,698,279,2204,200
1493,32,16,20,3569,4786,13,3569,17,1699,440,5085,73
1494,32,16,20,1714,2811,17,1714,35,819,275,2485,56
1495,32,16,20,5263,7270,8,5263,20,2619,2415,7836,104
1496,32,16,20,5633,8090,19,5633,15,2431,1822,7971,125
1497,32,16,20,4802,7690,25,4802,49,2157,756,6799,99
1498,32,16,20,3788,5692,36,3788,66,1758,668,5510,93
1499,32,16,20,287,439,24,287,41,145,107,419,43
1500,32,16,20,560,869,9,560,19,283,141,836,43
1501,50,2,8,75,80,8,75,12,30,69,80,23
1502,50,2,8,76,76,7,76,9,65,49,81,22
1503,50,2,8,50,50,6,50,8,47,51,52,21
1504,50,2,8,76,76,7,76,7,58,65,85,21
1505,50,2,8,78,78,7,78,8,58,50,81,23
1506,50,2,8,77,77,6,77,8,70,51,87,21
1507,50,2,8,70,70,5,70,8,54,50,73,20
1508,50,2,8,56,56,14,56,9,46,49,65,202
1509,50,2,8,67,68,6,67,12,60,49,75,21
1510,50,2,8,55,55,5,55,7,43,49,58,20
1511,50,2,8,75,84,5,75,10,64,54,89,21
1512,50,2,8,79,79,6,79,8,67,47,84,1144
1513,50,2,8,54,54,17,54,18,51,60,60,25
1514,50,2,8,55,55,6,55,8,42,50,66,22
1515,50,2,8,60,60,5,60,8,54,51,63,21
1516,50,2,8,61,61,5,61,9,47,47,72,20
1517,50,2,8,51,52,5,51,7,46,46,62,26
1518,50,2,8,74,75,5,74,7,48,515,97,64
1519,50,2,8,63,69,18,63,16,51,55,74,22
1520,50,2,8,53,53,6,53,8,47,52,61,21
1521,50,2,8,73,73,6,73,10,59,70,81,21
1522,50,2,8,58,58,6,58,9,53,54,67,22
1523,50,2,8,75,75,6,75,9,65,59,81,22
1524,50,2,8,68,68,5,68,8,53,52,74,21
1525,50,2,8,53,53,5,53,8,50,50,54,21
1526,50,2,16,951,951,6,951,8,513,54,1088,21
1527,50,2,16,2302,3393,6,2302,8,1249,79,3309,22
1528,50,2,16,967,1098,5,974,9,678,55,1119,22
1529,50,2,16,1555,1706,6,1555,8,500,69,1674,22
1530,50,2,16,1819,1930,6,1819,8,1151,62,2101,28
1531,50,2,16,1978,2115,8,1978,22,1164,73,2567,25
1532,50,2,16,670,683,7,670,11,418,49,795,21
1533,50,2,16,1902,2422,6,1902,12,629,67,2265,21
1534,50,2,16,2539,2539,6,2539,10,1633,70,2890,22
1535,50,2,16,1235,1235,6,1235,9,933,51,1426,21
1536,50,2,16,1715,1725,6,1715,9,412,61,1796,21
1537,50,2,16,440,560,6,440,8,231,47,549,21
1538,50,2,16,1736,2009,6,1736,8,853,64,2334,39
1539,50,2,16,1564,1932,6,1564,9,917,54,1989,20
1540,50,2,16,1161,1541,5,1161,11,494,53,1554,20
1541,50,2,16,3047,3971,5,3047,8,1848,69,4186,20
1542,50,2,16,944,944,9,944,8,614,50,1122,20
1543,50,2,16,1208,1445,5,1208,9,408,59,1386,22
1544,50,2,16,2924,3439,7,2924,8,917,100,3157,25
1545,50,2,16,1071,1163,7,1071,11,768,54,1280,32
1546,50,2,16,1899,2309,7,1899,9,1089,63,2477,24
1547,50,2,16,3161,3366,5,3161,8,1146,88,3413,21
1548,50,2,16,3221,4339,6,3221,8,1908,77,3956,23
1549,50,2,16,959,971,6,959,7,394,58,1096,20
1550,50,2,16,3147,3999,5,3147,8,2051,76,4036,21
1551,50,2,20,5293,5576,6,5293,8,3399,95,6888,20
1552,50,2,20,25760,26238,9,25760,9,9999,490,28497,161
1553,50,2,20,37828,37958,22,37828,30,19132,386,40228,48
1554,50,2,20,21775,31015,17,21775,16,9596,453,27087,53
1555,50,2,20,25371,29280,14,25718,13,15239,412,33771,37
1556,50,2,20,39334,39479,13,39334,14,13609,644,45204,56
1557,50,2,20,44132,45510,17,44132,18,18769,2304,47736,76
1558,50,2,20,44930,46940,17,45302,17,35714,376,49726,68
1559,50,2,20,47089,51277,16,47125,21,22047,745,53873,69
1560,50,2,20,1624,1627,25,1624,16,525,70,1764,23
1561,50,2,20,21688,27414,7,21688,11,13297,323,27449,28
1562,50,2,20,5632,5770,12,5632,28,2219,137,6726,22
1563,50,2,20,27923,29846,8,27923,11,19161,345,31484,26
1564,50,2,20,29926,32527,8,29926,11,18631,472,39598,32
1565,50,2,20,50490,66173,15,50490,13,20260,1241,63895,66
1566,50,2,20,21595,22187,20,21595,15,16206,163,23775,22
1567,50,2,20,1553,1891,5,1553,8,1034,69,1971,20
1568,50,2,20,27628,29056,7,27628,8,5935,459,29093,29
1569,50,2,20,9246,11059,50,9246,15,3649,172,11045,21
1570,50,2,20,31423,32289,5,31471,8,18132,395,35387,24
1571,50,2,20,31525,46526,9,31525,10,16538,636,41211,69
1572,50,2,20,22960,24103,52,22960,21,16844,2258,31753,69
1573,50,2,20,17060,17754,31,17060,17,9947,225,22200,32
1574,50,2,20,33970,36777,7,33970,8,13179,464,36967,63
1575,50,2,20,14944,15917,5,14944,13,4048,298,16227,27
1576,48,3,8,68,68,4,68,11,61,58,84,41
1577,48,3,8,67,71,3,67,7,57,48,83,25
1578,48,3,8,80,90,3,80,7,69,48,98,25
1579,48,3,8,64,79,3,64,7,58,65,77,34
1580,48,3,8,73,104,2,73,8,45,49,99,25
1581,48,3,8,78,108,3,78,6,39,46,98,25
1582,48,3,8,53,56,3,53,7,25,53,59,27
1583,48,3,8,53,65,2,53,7,48,57,65,24
1584,48,3,8,54,61,2,54,6,50,49,61,25
1585,48,3,8,59,59,3,59,6,53,46,71,24
1586,48,3,8,79,81,2,79,7,69,51,90,26
1587,48,3,8,67,78,2,67,6,30,73,73,89
1588,48,3,8,56,58,3,56,9,51,53,72,25
1589,48,3,8,70,85,3,70,6,57,46,88,26
1590,48,3,8,65,88,2,65,6,34,50,75,25
1591,48,3,8,59,60,3,59,7,53,48,68,25
1592,48,3,8,71,73,9,71,72,32,95,81,51
1593,48,3,8,56,74,3,56,10,49,50,69,870
1594,48,3,8,69,91,5,69,22,57,60,87,41
