InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),LRM_MaxGroupSum,LRM_Time(us)
1595,48,3,8,62,63,2,62,7,50,59,74,29
1596,48,3,8,75,94,2,75,7,61,66,98,50
1597,48,3,8,79,95,2,79,7,46,49,100,39
1598,48,3,8,64,66,2,64,7,51,50,77,28
1599,48,3,8,59,59,3,59,7,35,49,68,26
1600,48,3,8,77,77,3,77,7,66,50,92,33
1601,48,3,16,595,617,3,595,8,365,52,787,28
1602,48,3,16,1908,2038,3,1908,9,898,76,2280,30
1603,48,3,16,851,998,3,851,9,428,68,1214,28
1604,48,3,16,570,723,3,570,8,384,56,747,29
1605,48,3,16,244,261,3,244,8,134,52,331,27
1606,48,3,16,629,695,3,629,8,414,56,819,28
1607,48,3,16,1946,2208,2,1946,8,983,91,2906,26
1608,48,3,16,194,266,5,194,7,140,52,264,25
1609,48,3,16,1237,1358,3,1237,7,588,86,1500,27
1610,48,3,16,1055,1206,3,1055,6,872,57,1360,23
1611,48,3,16,690,976,3,690,7,354,55,841,24
1612,48,3,16,642,730,3,642,7,378,63,842,24
1613,48,3,16,681,760,2,681,6,335,88,899,25
1614,48,3,16,1757,2384,3,1757,7,1148,79,2389,26
1615,48,3,16,1872,2004,3,1872,7,1526,72,2173,25
1616,48,3,16,1943,2154,3,1943,7,1278,64,2220,25
1617,48,3,16,1284,1349,3,1284,7,809,59,1782,23
1618,48,3,16,552,578,3,552,7,181,54,666,24
1619,48,3,16,1719,1874,3,1719,7,859,83,2523,23
1620,48,3,16,1541,1675,3,1541,6,856,81,1996,27
1621,48,3,16,1167,1632,3,1167,7,402,68,1408,32
1622,48,3,16,862,970,3,862,41,601,61,1059,27
1623,48,3,16,1204,1617,5,1204,11,347,74,1401,34
1624,48,3,16,458,625,3,458,6,257,52,579,23
1625,48,3,16,1887,2788,3,1887,7,1403,78,2661,24
1626,48,3,20,3784,3847,3,3784,7,2833,94,5640,24
1627,48,3,20,17364,24662,4,17381,8,8354,447,22015,45
1628,48,3,20,27465,32606,7,27465,16,15849,1422,36618,78
1629,48,3,20,2729,2856,8,2729,44,2119,110,4175,30
1630,48,3,20,1854,1885,3,1854,9,740,81,2443,204
1631,48,3,20,34745,41221,6,34782,13,25045,490,43553,67
1632,48,3,20,10372,13922,6,10372,13,5378,232,14293,31
1633,48,3,20,19550,19632,4,19550,9,12721,362,26381,33
1634,48,3,20,9340,10274,4,9340,12,5908,185,11411,26
1635,48,3,20,23173,27921,3,23173,8,17036,377,30357,37
1636,48,3,20,8588,13439,5,8588,12,5991,246,12024,40
1637,48,3,20,8265,8959,3,8486,8,4519,191,9943,27
1638,48,3,20,30204,38305,4,30283,9,16757,563,35852,49
1639,48,3,20,15534,20672,14,15534,20,9057,354,21106,39
1640,48,3,20,20089,21992,5,20089,39,12844,362,24000,40
1641,48,3,20,12559,16515,4,12559,13,7011,284,17347,29
1642,48,3,20,8674,9881,3,8674,10,6014,167,10272,27
1643,48,3,20,28399,40237,3,28399,9,18316,497,40194,56
1644,48,3,20,31873,39553,5,31873,17,13193,7004,40823,108
1645,48,3,20,10312,13350,8,10312,38,2517,867,12568,55
1646,48,3,20,24467,27393,7,24467,22,16404,1359,31950,64
1647,48,3,20,7145,7847,18,7145,21,2771,649,9568,58
1648,48,3,20,14452,17029,14,14452,15,6171,1108,20360,60
1649,48,3,20,2498,3050,6,2498,21,1872,177,2954,33
1650,48,3,20,9260,9492,8,9324,12,2470,855,10773,45
1651,48,4,8,62,72,7,62,19,46,92,80,34
1652,48,4,8,59,71,3,59,14,49,90,71,32
1653,48,4,8,57,74,3,57,10,31,86,66,31
1654,48,4,8,79,96,7,79,7,36,100,97,35
1655,48,4,8,69,103,8,69,7,60,92,98,33
1656,48,4,8,70,103,6,70,7,27,79,83,31
1657,48,4,8,77,100,3,77,11,64,84,92,31
1658,48,4,8,69,74,3,69,11,62,87,82,34
1659,48,4,8,71,100,3,71,11,39,88,87,30
1660,48,4,8,63,77,3,63,11,59,91,82,36
1661,48,4,8,69,93,3,69,12,30,80,76,32
1662,48,4,8,67,74,6,67,7,59,79,94,34
1663,48,4,8,56,69,3,56,10,27,79,68,32
1664,48,4,8,76,82,6,76,7,64,74,93,229
1665,48,4,8,50,51,6,50,8,46,79,60,32
1666,48,4,8,50,58,3,50,11,44,77,65,32
1667,48,4,8,70,75,3,70,11,54,90,83,32
1668,48,4,8,53,67,6,53,6,43,86,70,57
1669,48,4,8,75,95,3,75,12,60,78,101,34
1670,48,4,8,74,102,3,74,10,64,87,100,33
1671,48,4,8,79,120,3,79,9,50,86,107,32
1672,48,4,8,59,74,3,59,10,50,81,72,34
1673,48,4,8,61,69,8,61,7,56,85,76,31
1674,48,4,8,59,77,3,59,12,48,90,75,39
1675,48,4,8,80,93,8,80,7,64,86,106,30
1676,48,4,16,280,342,6,280,10,209,84,328,32
1677,48,4,16,579,640,9,579,7,303,169,765,51
1678,48,4,16,1309,1702,6,1309,8,581,164,1552,33
1679,48,4,16,1232,1683,6,1232,7,669,186,1625,33
1680,48,4,16,634,847,6,634,8,520,132,894,33
1681,48,4,16,117,134,3,117,11,72,96,157,33
1682,48,4,16,989,1078,9,989,8,727,179,1525,35
1683,48,4,16,104,137,6,104,12,29,85,122,801
1684,48,4,16,367,613,13,367,25,208,133,570,50
1685,48,4,16,1146,1322,4,1146,14,880,148,1708,42
1686,48,4,16,1106,1322,9,1106,9,854,154,1467,35
1687,48,4,16,558,562,3,558,12,451,108,663,33
1688,48,4,16,717,770,3,717,13,456,113,1052,32
1689,48,4,16,84,93,3,84,18,62,91,116,54
1690,48,4,16,445,466,3,445,11,350,85,579,32
1691,48,4,16,263,399,3,263,11,171,87,372,30
1692,48,4,16,381,549,3,381,12,249,135,497,31
1693,48,4,16,289,297,8,289,12,117,104,368,146
1694,48,4,16,636,882,6,636,9,320,137,881,37
1695,48,4,16,1542,1713,3,1542,12,763,243,2252,37
1696,48,4,16,882,1294,3,882,46,320,186,1127,33
1697,48,4,16,1262,1812,8,1262,12,947,155,1630,31
1698,48,4,16,1464,1747,4,1464,15,1203,150,1843,33
1699,48,4,16,857,1085,3,857,11,638,158,1106,38
1700,48,4,16,184,195,6,184,9,135,90,224,31
1701,48,4,20,10234,10447,9,10234,9,6402,980,14527,58
1702,48,4,20,15037,18234,8,15953,72,9498,1013,18926,132
1703,48,4,20,2977,4445,7,2977,40,1851,354,4063,45
1704,48,4,20,13604,16139,11,13604,16,7051,1401,18359,56
1705,48,4,20,24744,32315,13,24744,17,18230,1537,36145,74
1706,48,4,20,5573,7516,8,5573,20,3190,436,7623,34
1707,48,4,20,13322,15326,9,13322,8,6405,860,16994,64
1708,48,4,20,17012,20116,19,17033,14,12683,1029,21342,50
1709,48,4,20,9631,9685,5,9631,15,6976,834,14000,44
1710,48,4,20,13480,15936,12,13502,12,6990,1473,18455,75
1711,48,4,20,11440,11752,10,11561,15,9576,757,14326,83
1712,48,4,20,21785,27495,9,21785,11,12896,1459,32147,51
1713,48,4,20,19726,25134,12,19732,32,14515,835,24412,47
1714,48,4,20,8802,11003,10,8802,12,5590,585,12521,40
1715,48,4,20,21863,22475,9,21912,11,9154,1553,25847,59
1716,48,4,20,11938,13036,9,11938,17,8943,570,17603,51
1717,48,4,20,3430,4621,6,3434,9,2180,243,4574,33
1718,48,4,20,24177,31990,6,24177,8,10403,1714,33473,55
1719,48,4,20,10193,11339,5,10193,15,7933,537,14149,33
1720,48,4,20,16472,17446,3,16472,30,11762,753,20257,36
1721,48,4,20,19981,23434,3,19983,14,15872,979,27413,42
1722,48,4,20,14510,16483,8,14510,12,7206,1182,20556,54
1723,48,4,20,91,102,10,91,15,80,80,126,194
1724,48,4,20,16488,20110,8,16848,12,10772,1133,22939,45
1725,48,4,20,11951,15359,4,11951,14,8705,1110,15353,60
1726,48,8,8,77,102,14,77,15,63,96,117,48
1727,48,8,8,50,70,8,50,11,41,84,74,50
1728,48,8,8,60,84,8,60,10,53,90,81,68
1729,48,8,8,62,96,4,62,12,30,90,84,5462
1730,48,8,8,62,82,13,62,36,44,115,89,71
1731,48,8,8,60,87,7,60,9,53,156,78,54
1732,48,8,8,77,98,8,77,10,63,90,113,46
1733,48,8,8,75,86,4,75,36,66,91,111,50
1734,48,8,8,67,94,4,67,12,53,83,89,47
1735,48,8,8,53,73,7,53,9,45,86,75,46
1736,48,8,8,53,63,6,53,12,48,83,69,45
1737,48,8,8,53,88,6,53,8,43,81,77,45
1738,48,8,8,64,87,4,64,11,54,83,90,47
1739,48,8,8,58,80,7,58,9,52,85,85,45
1740,48,8,8,61,80,4,61,11,56,82,80,228
1741,48,8,8,74,94,4,74,18,61,84,114,49
1742,48,8,8,77,110,6,78,9,64,80,101,46
1743,48,8,8,53,62,4,53,17,46,83,72,47
1744,48,8,8,75,116,7,75,12,66,84,104,45
1745,48,8,8,51,80,3,51,12,51,83,75,67
1746,48,8,8,73,95,4,73,14,61,102,108,48
1747,48,8,8,73,104,4,73,13,60,97,101,49
1748,48,8,8,70,87,5,70,13,66,110,100,48
1749,48,8,8,71,109,8,71,10,63,92,104,64
1750,48,8,8,65,82,7,65,9,51,122,93,46
1751,48,8,16,706,821,8,709,13,578,151,956,51
1752,48,8,16,576,785,8,576,26,455,140,897,51
1753,48,8,16,811,996,6,813,22,680,186,1156,46
1754,48,8,16,693,856,9,694,10,564,149,1027,48
1755,48,8,16,650,878,7,651,12,543,145,895,48
1756,48,8,16,394,540,4,394,12,228,138,570,264
1757,48,8,16,778,923,6,779,16,661,164,1029,56
1758,48,8,16,340,427,8,341,14,274,119,480,47
1759,48,8,16,207,263,4,207,14,187,109,308,52
1760,48,8,16,423,455,5,427,14,356,195,649,52
1761,48,8,16,140,178,4,140,13,121,107,220,52
1762,48,8,16,99,129,11,99,17,66,97,140,55
1763,48,8,16,606,750,9,608,11,503,193,796,55
1764,48,8,16,359,520,10,360,220,267,138,506,63
1765,48,8,16,449,548,5,458,39,370,489,629,65
1766,48,8,16,557,732,12,557,22,391,164,791,48
1767,48,8,16,528,744,9,528,13,413,175,784,49
1768,48,8,16,291,411,5,294,16,251,117,444,73
1769,48,8,16,133,173,8,133,9,116,100,178,48
1770,48,8,16,161,235,4,162,27,145,100,202,48
1771,48,8,16,478,647,5,478,14,295,143,716,62
1772,48,8,16,135,200,8,135,14,109,93,202,319
1773,48,8,16,693,904,8,705,19,577,152,926,53
1774,48,8,16,641,970,4,647,30,497,269,938,76
1775,48,8,16,505,717,5,506,14,345,129,714,45
1776,48,8,20,757,1021,4,759,13,596,173,997,54
1777,48,8,20,2037,2373,7,2038,13,1511,315,3108,77
1778,48,8,20,4597,7499,5,4600,14,3520,706,6478,68
1779,48,8,20,785,1005,13,788,14,367,226,1035,50
1780,48,8,20,9720,11036,6,9738,41,6841,1336,13730,96
1781,48,8,20,5308,7948,8,5355,58,4294,799,7915,71
1782,48,8,20,9398,13727,12,9417,18,6437,1872,13619,125
1783,48,8,20,4994,6837,10,5000,30,4173,772,7123,76
1784,48,8,20,8583,13441,14,8640,15,6967,990,13504,79
1785,48,8,20,6107,7932,8,6118,47,4902,751,8936,74
1786,48,8,20,11667,15652,13,11692,19,8860,1760,16947,84
1787,48,8,20,5576,6884,35,5594,39,4673,1131,8288,190
1788,48,8,20,9835,15105,14,9842,17,7867,1584,13951,96
1789,48,8,20,8458,11680,16,8482,18,6848,911,11350,79
1790,48,8,20,3107,3544,13,3109,37,2410,500,4438,55
1791,48,8,20,4157,6164,10,4163,13,3504,737,5709,72
1792,48,8,20,2246,3724,14,2252,68,1681,392,3512,94
1793,48,8,20,8002,12136,6,8012,36,4147,1812,12094,90
1794,48,8,20,10112,15528,16,10117,49,4664,1837,14402,86
1795,48,8,20,7522,11144,17,7530,93,5532,1527,11322,115
1796,48,8,20,4869,7083,17,4894,39,3871,628,6781,110
1797,48,8,20,11672,13233,13,11714,43,9402,1513,15879,87
1798,48,8,20,3959,4977,20,3992,44,3239,753,5749,63
1799,48,8,20,4192,4907,6,4195,25,3351,733,6129,65
1800,48,8,20,1761,2619,17,1765,22,1332,442,2421,56
1801,48,16,8,52,72,69,53,29,38,185,80,74
1802,48,16,8,69,97,5,73,18,56,111,102,380
1803,48,16,8,78,110,10,83,27,57,137,119,77
1804,48,16,8,66,104,10,67,18,59,123,97,76
1805,48,16,8,72,109,11,73,23,44,121,101,92
1806,48,16,8,66,84,10,68,49,55,742,98,188
1807,48,16,8,75,104,17,76,50,57,128,116,95
1808,48,16,8,53,82,9,55,17,50,121,73,77
1809,48,16,8,58,89,10,59,11,44,331,86,263
1810,48,16,8,50,73,12,53,19,45,105,77,82
1811,48,16,8,53,76,8,55,44,46,112,75,83
1812,48,16,8,76,110,9,77,14,74,106,109,70
1813,48,16,8,61,97,10,65,68,47,88,97,76
1814,48,16,8,62,97,11,63,14,52,103,90,67
1815,48,16,8,55,86,9,56,14,35,107,83,70
1816,48,16,8,72,108,14,76,12,56,112,105,74
1817,48,16,8,60,83,9,61,25,51,119,87,538
1818,48,16,8,57,85,11,58,20,49,137,84,83
1819,48,16,8,62,90,6,63,16,51,114,88,71
1820,48,16,8,65,105,8,66,15,50,105,94,124
1821,48,16,8,53,78,9,56,17,42,124,82,74
1822,48,16,8,67,99,6,72,19,53,113,95,78
1823,48,16,8,66,103,11,70,17,55,104,101,76
1824,48,16,8,61,95,6,62,19,51,105,91,295
1825,48,16,8,70,110,9,71,24,57,133,99,80
1826,48,16,16,326,442,11,336,15,253,225,494,84
1827,48,16,16,181,301,11,186,18,84,179,275,138
1828,48,16,16,280,411,15,298,17,192,177,424,81
1829,48,16,16,226,338,56,230,69,192,245,340,105
1830,48,16,16,177,245,14,180,32,124,270,269,101
1831,48,16,16,153,242,24,157,30,121,145,236,229
1832,48,16,16,192,253,13,200,22,138,153,293,80
1833,48,16,16,241,313,8,246,46,190,174,347,74
1834,48,16,16,156,232,9,163,35,124,169,239,76
1835,48,16,16,236,376,13,246,20,159,213,354,90
1836,48,16,16,240,376,16,246,18,182,245,355,104
1837,48,16,16,197,291,44,204,25,162,206,290,90
1838,48,16,16,289,443,11,293,22,208,236,437,82
1839,48,16,16,310,441,6,326,22,228,188,459,423
1840,48,16,16,317,431,11,326,22,262,279,466,79
1841,48,16,16,73,110,10,75,12,52,129,108,76
1842,48,16,16,360,585,7,369,15,267,220,549,75
1843,48,16,16,98,138,5,101,14,76,126,143,72
1844,48,16,16,354,505,8,364,13,226,179,497,68
1845,48,16,16,188,230,5,198,16,155,141,270,78
1846,48,16,16,274,387,9,288,16,217,338,361,310
1847,48,16,16,180,234,14,187,20,138,146,248,77
1848,48,16,16,174,217,12,181,18,142,152,267,74
1849,48,16,16,157,232,6,159,15,121,124,232,72
1850,48,16,16,358,541,5,367,14,252,219,521,77
1851,48,16,20,3838,5086,12,3957,16,3216,1039,5270,91
1852,48,16,20,2618,3919,14,2751,19,1899,779,3813,92
1853,48,16,20,121,153,14,123,19,102,108,158,72
1854,48,16,20,520,738,6,553,14,396,250,736,494
1855,48,16,20,2182,2808,15,2216,16,1506,909,3135,127
1856,48,16,20,5655,7821,34,5912,35,4182,2137,8812,210
1857,48,16,20,1351,2228,15,1384,27,961,566,1989,89
1858,48,16,20,6141,9816,42,6273,25,5161,3315,9356,127
1859,48,16,20,3466,4754,16,3538,22,2577,2573,4929,116
1860,48,16,20,6481,11288,16,6773,22,5254,2038,9924,119
1861,48,16,20,1826,2803,19,1928,21,857,744,2652,310
1862,48,16,20,4030,6197,9,4205,22,3093,1265,5969,110
1863,48,16,20,6473,9144,15,6825,41,4857,2486,9041,125
1864,48,16,20,129,175,17,132,23,112,128,180,77
1865,48,16,20,1258,1922,10,1292,15,652,526,1830,75
1866,48,16,20,4947,7694,11,5096,16,4007,1325,7064,108
1867,48,16,20,5495,9032,19,5666,23,3603,1615,8414,318
1868,48,16,20,5378,7857,21,5590,31,3854,1408,8123,262
1869,48,16,20,787,1236,23,806,24,466,362,1209,77
1870,48,16,20,3825,5224,11,3975,15,2837,1465,5270,115
1871,48,16,20,4493,7007,14,4644,20,3360,1332,6393,102
1872,48,16,20,4008,6809,15,4174,19,2614,1345,5854,110
1873,48,16,20,5261,8550,18,5347,17,4053,2049,7722,125
1874,48,16,20,4763,6133,20,4828,23,3747,1535,7068,113
1875,48,16,20,1899,2377,19,1937,23,1250,929,2881,86
1876,100,2,8,106,106,13,106,17,100,144,117,56
1877,100,2,8,130,130,9,130,16,115,140,153,48
1878,100,2,8,122,122,10,122,14,114,155,128,49
1879,100,2,8,130,130,9,130,12,109,164,142,50
1880,100,2,8,116,116,8,116,14,108,164,125,50
1881,100,2,8,105,105,8,105,12,98,165,116,44
1882,100,2,8,115,115,7,115,12,105,188,129,55
1883,100,2,8,115,115,11,115,12,105,152,117,47
1884,100,2,8,121,121,8,121,9,61,138,125,47
1885,100,2,8,130,130,15,130,62,70,157,148,79
1886,100,2,8,118,118,9,118,13,101,153,134,50
1887,100,2,8,122,122,9,122,9,107,145,139,312
1888,100,2,8,110,110,74,110,29,82,170,134,54
1889,100,2,8,108,108,10,108,21,101,322,121,87
1890,100,2,8,107,107,10,107,15,100,88,117,59
1891,100,2,8,111,111,11,111,19,101,89,123,48
1892,100,2,8,115,115,7,115,11,87,79,117,48
1893,100,2,8,105,105,60,105,11,96,89,111,86
1894,100,2,8,121,121,7,121,40,106,85,141,48
1895,100,2,8,109,109,8,109,12,102,91,113,50
1896,100,2,8,110,115,7,110,10,95,88,124,92
1897,100,2,8,110,110,7,110,24,103,128,128,59
1898,100,2,8,130,130,9,130,36,97,103,134,56
1899,100,2,8,127,127,9,127,11,101,89,137,56
1900,100,2,8,117,117,7,117,12,108,93,134,49
1901,100,2,16,2685,2773,8,2685,12,1339,179,2890,54
1902,100,2,16,1411,1429,9,1411,13,891,123,1835,56
1903,100,2,16,2029,2082,8,2029,14,1246,155,2641,134
1904,100,2,16,1929,2174,9,1929,21,855,153,2176,72
1905,100,2,16,2052,2052,9,2052,12,1751,114,2401,45
1906,100,2,16,1236,1454,7,1236,12,519,111,1305,45
1907,100,2,16,2920,3042,8,2920,15,2154,168,3496,69
1908,100,2,16,2724,2879,11,2724,12,434,267,2858,51
1909,100,2,16,997,1197,9,997,13,558,122,1203,53
1910,100,2,16,1498,1619,8,1498,11,980,106,1724,45
1911,100,2,16,2544,2661,11,2544,11,1773,132,3132,50
1912,100,2,16,1815,1861,8,1815,14,669,160,1881,51
1913,100,2,16,573,635,7,573,11,114,88,591,45
1914,100,2,16,322,322,7,322,10,170,82,380,48
1915,100,2,16,764,764,9,764,12,518,85,895,44
1916,100,2,16,319,341,7,319,11,174,100,370,47
1917,100,2,16,1518,1523,8,1518,15,148,534,1578,177
1918,100,2,16,671,867,10,671,18,523,86,892,223
1919,100,2,16,510,514,12,510,35,384,79,589,61
1920,100,2,16,1437,1461,9,1437,15,824,92,1686,54
1921,100,2,16,2418,3149,8,2418,11,1048,174,3036,51
1922,100,2,16,602,648,8,602,15,164,80,648,56
1923,100,2,16,2442,2442,7,2442,10,1711,116,2847,49
1924,100,2,16,379,403,7,379,13,297,81,438,48
1925,100,2,16,2826,3069,8,2826,14,915,460,3002,86
1926,100,2,20,16454,21659,13,16454,22,5185,811,20911,66
1927,100,2,20,14998,15028,12,14998,20,9246,633,15915,100
1928,100,2,20,18475,22274,18,18475,25,12673,627,23220,83
1929,100,2,20,18230,18230,12,18230,22,10146,685,23839,66
1930,100,2,20,8434,8434,12,8434,14,3720,388,10495,52
1931,100,2,20,21359,21965,10,21359,15,9665,1056,26591,108
1932,100,2,20,34910,51556,17,34910,26,21279,1310,46838,83
1933,100,2,20,29527,29843,25,29527,22,19158,332,32540,58
1934,100,2,20,39244,39426,7,39244,15,29315,318,42327,53
1935,100,2,20,3359,3359,6,3359,11,727,110,3789,79
1936,100,2,20,35481,45751,4,35481,9,18097,599,44374,71
1937,100,2,20,23766,25055,6,23766,22,11398,526,32512,68
1938,100,2,20,23348,23616,8,23348,17,11953,283,27340,110
1939,100,2,20,41711,49785,7,41711,13,14651,617,49362,83
1940,100,2,20,42089,54533,8,42089,21,26033,562,56684,72
1941,100,2,20,6153,6770,7,6153,15,2440,342,6718,87
1942,100,2,20,14694,16999,9,14694,16,11364,108,15804,44
1943,100,2,20,50668,65001,5,50668,8,23544,751,61694,71
1944,100,2,20,33685,35024,10,33685,21,13955,436,35614,56
1945,100,2,20,5497,6959,7,5497,19,2196,156,7098,154
1946,100,2,20,37950,52457,5,37950,10,16907,692,52352,103
1947,100,2,20,8962,10300,11,8962,20,3990,200,11419,177
1948,100,2,20,42617,49539,8,42617,14,22271,511,51577,81
1949,100,2,20,47023,48689,7,47023,19,29888,532,60861,65
1950,100,2,20,26473,28835,9,26473,25,18684,307,31550,46
1951,99,3,8,101,103,5,101,56,96,91,116,52
1952,99,3,8,125,125,5,125,11,110,61,153,51
1953,99,3,8,100,104,5,100,9,90,46,127,51
1954,99,3,8,112,112,5,112,11,105,43,147,51
1955,99,3,8,106,142,5,106,9,99,40,131,50
1956,99,3,8,113,124,4,113,10,108,47,124,50
1957,99,3,8,107,125,4,107,10,90,41,132,51
1958,99,3,8,112,144,4,112,10,51,45,122,53
1959,99,3,8,121,126,4,121,10,105,46,147,53
1960,99,3,8,109,110,5,109,10,96,41,135,115
1961,99,3,8,104,104,5,104,10,98,42,126,50
1962,99,3,8,105,130,5,105,8,97,46,135,54
1963,99,3,8,112,117,5,112,11,105,42,142,51
1964,99,3,8,111,124,4,111,10,100,46,135,50
1965,99,3,8,100,132,5,100,9,93,42,130,317
1966,99,3,8,119,138,6,119,12,60,55,127,56
1967,99,3,8,130,131,6,130,10,99,65,163,48
1968,99,3,8,110,116,5,110,9,91,42,138,45
1969,99,3,8,118,158,4,118,12,109,48,159,50
1970,99,3,8,128,140,5,128,11,117,58,146,52
1971,99,3,8,126,159,5,126,11,116,45,161,51
1972,99,3,8,113,113,5,113,10,105,49,138,52
1973,99,3,8,107,107,5,107,11,95,46,118,59
1974,99,3,8,107,107,5,107,12,97,57,141,51
1975,99,3,8,110,125,5,110,11,91,47,116,50
1976,99,3,16,1320,1358,5,1320,12,1065,56,1640,53
1977,99,3,16,1701,1715,5,1701,13,1294,58,2279,52
1978,99,3,16,933,933,5,933,12,575,63,1160,52
1979,99,3,16,1905,2302,5,1905,11,1036,68,2270,50
1980,99,3,16,1511,1570,13,1511,12,1044,65,1983,49
1981,99,3,16,2041,2662,5,2041,12,1740,65,2684,52
1982,99,3,16,1677,1773,5,1677,11,876,72,2319,57
1983,99,3,16,615,961,5,615,11,354,52,940,212
1984,99,3,16,107,107,5,107,15,101,50,133,144
1985,99,3,16,1223,1539,5,1223,13,778,117,1789,46
1986,99,3,16,1284,1420,5,1284,17,638,89,1785,41
1987,99,3,16,1579,1627,5,1579,13,1277,51,1869,29
1988,99,3,16,207,212,5,207,12,150,43,258,32
1989,99,3,16,1850,2000,5,1850,12,938,64,2363,36
1990,99,3,16,961,1323,6,961,12,789,55,1285,28
1991,99,3,16,209,244,6,209,11,103,42,245,28
1992,99,3,16,1725,2010,5,1725,13,1258,61,2186,29
1993,99,3,16,866,1267,5,866,12,583,52,1247,29
1994,99,3,16,671,929,5,671,13,461,45,873,30
1995,99,3,16,1718,1751,5,1718,12,572,86,2157,31
1996,99,3,16,1177,1295,5,1177,25,705,54,1562,30
1997,99,3,16,1900,2078,12,1900,13,989,63,2261,30
1998,99,3,16,675,695,6,675,11,442,88,928,29
1999,99,3,16,1767,2249,5,1767,12,1382,72,2154,28
2000,99,3,16,1213,1399,6,1213,12,952,47,1573,27
2001,99,3,20,28531,32892,5,28531,13,13962,482,37856,107
2002,99,3,20,4912,5860,10,4912,25,2237,150,6962,38
2003,99,3,20,21475,24516,6,21475,14,8297,876,27846,67
2004,99,3,20,32383,35833,9,32383,22,23900,460,40951,44
2005,99,3,20,21361,27424,7,21361,18,10249,515,27757,44
2006,99,3,20,13340,15193,9,13340,27,9099,418,18346,41
2007,99,3,20,18958,24156,9,19073,19,14732,330,23137,43
2008,99,3,20,16484,21151,17,16484,36,9557,268,22357,1269
2009,99,3,20,27083,28818,9,27083,30,20444,489,31416,49
2010,99,3,20,25649,29426,11,25649,82,21410,487,32737,185
2011,99,3,20,28999,32181,9,28999,21,21387,370,32990,54
2012,99,3,20,14058,15324,7,14058,120,9113,235,16617,37
2013,99,3,20,30240,35708,6,30240,17,12432,551,34525,47
2014,99,3,20,23876,27707,8,23876,23,14873,415,32224,79
2015,99,3,20,29533,40232,9,29533,31,17782,529,37157,51
2016,99,3,20,447,630,16,447,22,257,69,603,71
2017,99,3,20,7228,8846,6,7279,13,5573,127,8889,31
2018,99,3,20,11615,18214,9,11615,15,7854,275,16512,34
2019,99,3,20,18819,20224,8,18819,21,11991,621,26520,55
2020,99,3,20,33890,48086,9,33890,21,15268,721,41283,55
2021,99,3,20,19082,27279,9,19082,22,10021,528,27683,48
2022,99,3,20,17564,25316,10,17564,22,11542,306,25122,40
2023,99,3,20,23322,28091,7,23322,18,19237,406,31456,35
2024,99,3,20,29667,33562,6,29795,17,22855,407,35200,40
2025,99,3,20,27880,30036,11,27880,22,18387,729,39442,55
2026,100,4,8,117,133,8,117,19,109,68,150,66
2027,100,4,8,101,101,6,101,12,95,60,133,30
2028,100,4,8,100,124,6,100,12,94,53,128,32
2029,100,4,8,110,126,6,110,12,93,74,136,31
2030,100,4,8,114,147,16,114,40,107,58,150,49
2031,100,4,8,113,148,7,113,15,108,46,133,34
2032,100,4,8,121,126,7,121,14,110,47,142,35
2033,100,4,8,100,135,5,100,13,51,93,116,31
2034,100,4,8,101,148,6,101,12,87,44,141,31
2035,100,4,8,102,143,6,102,12,98,53,134,31
2036,100,4,8,120,154,6,120,12,102,45,148,32
2037,100,4,8,116,133,6,116,12,105,45,131,30
2038,100,4,8,115,118,6,115,12,107,53,156,32
2039,100,4,8,102,102,6,102,12,100,42,129,31
2040,100,4,8,109,116,5,109,10,97,46,141,32
2041,100,4,8,100,116,6,100,116,50,111,111,36
2042,100,4,8,104,110,7,104,15,96,49,132,31
2043,100,4,8,109,142,6,109,41,98,59,135,33
2044,100,4,8,104,109,6,104,15,98,45,125,36
2045,100,4,8,125,162,6,125,12,85,66,173,32
2046,100,4,8,123,148,6,123,13,110,43,142,47
2047,100,4,8,112,125,5,112,13,105,58,152,32
2048,100,4,8,110,113,6,110,11,67,52,134,31
2049,100,4,8,121,182,5,121,12,80,45,168,31
2050,100,4,8,116,140,6,116,15,109,41,144,40
2051,100,4,16,177,237,6,177,13,150,43,224,33
2052,100,4,16,142,185,6,142,11,119,45,171,30
2053,100,4,16,110,138,6,110,13,104,44,141,31
2054,100,4,16,1145,1292,6,1145,14,565,91,1418,32
2055,100,4,16,323,344,6,323,13,220,47,446,32
2056,100,4,16,158,173,6,158,12,138,45,206,32
2057,100,4,16,611,843,7,611,13,235,217,714,74
2058,100,4,16,266,310,10,266,21,155,46,359,31
2059,100,4,16,1567,1905,7,1567,15,1164,69,2055,31
2060,100,4,16,1503,2001,7,1503,14,1151,61,2086,30
2061,100,4,16,1540,1816,6,1540,66,932,128,2201,48
2062,100,4,16,816,877,9,816,19,617,57,1192,36
2063,100,4,16,446,513,6,446,31,294,47,522,33
2064,100,4,16,205,238,8,205,14,171,47,269,33
2065,100,4,16,588,862,8,588,14,359,52,773,32
2066,100,4,16,1385,1688,19,1385,28,956,68,1833,33
2067,100,4,16,1241,1352,8,1241,82,1004,75,1704,35
2068,100,4,16,805,1145,6,805,16,339,67,1020,34
2069,100,4,16,235,298,6,235,15,189,49,305,33
