InstanceID,N,K,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us)
330,52,8,16,487,636,39,487,44,490,262
331,87,8,20,9693,12057,62,9693,74,9768,379
332,74,8,20,9707,12301,55,9734,66,9782,354
333,82,8,20,9182,12388,61,9182,69,9253,365
334,82,8,20,11326,13087,2213,11326,78,11414,435
335,73,8,20,6032,8625,70,6032,61,6079,363
336,79,8,20,6945,10544,55,6945,85,6999,367
337,65,8,20,4273,5968,45,4274,53,4306,295
338,68,8,20,3473,5262,48,3473,56,3500,308
339,77,8,20,8648,11618,53,8648,62,8715,325
340,80,8,20,11903,18333,54,11903,82,11995,409
341,72,8,20,1925,2627,66,1925,61,1940,321
342,64,8,20,12627,21901,44,12627,52,12725,292
343,70,8,20,3748,4831,49,3748,74,3777,311
344,67,8,20,8551,13464,47,8551,54,8617,337
345,74,8,20,8512,12596,50,8512,75,8578,329
346,74,8,20,7796,10478,84,7796,61,7856,1370
347,76,8,20,4223,6826,127,4223,430,4255,567
348,67,8,20,9105,9977,53,9105,61,9176,308
349,61,8,20,1339,2162,47,1339,53,1349,299
350,68,8,20,4263,4898,49,4263,56,4296,291
351,93,8,20,13020,15585,63,13020,76,13121,401
352,94,8,20,8491,13802,65,8491,78,8557,392
353,68,8,20,10220,16945,49,10221,61,10299,332
354,78,8,20,6973,9530,57,6973,65,7027,407
355,61,8,20,6522,9002,45,6596,54,6572,317
356,80,8,20,8767,13033,58,8767,69,8835,338
357,92,8,20,11669,14323,66,11669,77,11760,428
358,81,8,20,3551,5469,58,3551,72,3578,348
359,56,8,20,1562,1710,43,1562,49,1574,257
360,81,8,20,12982,18515,87,12982,69,13083,350
361,7,2,8,28,29,7,29,6,28,37
362,8,2,8,24,24,5,24,6,24,42
363,9,2,8,23,24,6,23,6,23,48
364,7,2,8,26,26,5,26,5,26,36
365,8,2,8,20,20,5,20,6,20,39
366,6,2,8,28,28,4,28,4,28,32
367,7,2,8,26,27,5,26,5,26,35
368,7,2,8,30,31,5,30,5,30,36
369,8,2,8,27,27,5,27,6,27,38
370,7,2,8,21,25,5,21,5,21,60
371,6,2,8,22,23,4,22,5,22,32
372,5,2,8,30,31,4,30,4,30,29
373,5,2,8,26,26,3,26,4,26,28
374,8,2,8,22,23,5,22,5,22,39
375,6,2,8,20,21,4,21,5,20,33
376,8,2,8,30,39,5,30,6,30,99
377,8,2,8,23,26,5,23,6,23,41
378,6,2,8,20,20,4,20,5,20,32
379,7,2,8,30,30,4,30,5,30,36
380,15,2,8,26,28,8,26,10,26,63
381,8,2,8,23,23,6,23,5,23,40
382,5,2,8,25,27,3,25,4,25,28
383,5,2,8,23,24,4,23,4,23,29
384,7,2,8,20,23,5,20,5,20,35
385,5,2,8,20,20,4,20,4,20,28
386,4,2,8,25,32,3,25,3,25,24
387,9,2,8,27,28,6,27,6,27,42
388,4,2,8,20,29,3,20,3,20,24
389,8,2,8,27,27,5,27,6,27,67
390,8,2,8,24,25,5,24,6,24,40
391,17,2,16,2776,2804,10,2778,12,2797,69
392,13,2,16,676,738,8,676,8,681,56
393,12,2,16,2853,2980,7,2854,8,2874,52
394,16,2,16,975,1449,9,975,10,982,65
395,15,2,16,1577,1588,8,1577,10,1589,61
396,12,2,16,456,535,7,457,8,487,54
397,10,2,16,623,627,6,623,7,627,45
398,18,2,16,2913,3199,9,2913,13,2935,72
399,17,2,16,1245,1418,9,1246,11,1254,75
400,12,2,16,418,452,7,419,8,424,54
401,16,2,16,2870,3561,9,2870,10,2892,84
402,17,2,16,1769,1837,9,1769,11,1782,69
403,14,2,16,1023,1289,8,1032,9,1028,58
404,21,2,16,3205,3804,11,3205,13,3230,79
405,15,2,16,2448,2448,8,2454,10,2467,62
406,13,2,16,2890,3665,8,2890,9,2906,56
407,27,2,16,2473,2621,13,2473,16,2492,98
408,16,2,16,2719,3014,9,2719,9,2740,64
409,12,2,16,790,815,7,803,8,794,53
410,12,2,16,324,346,7,324,8,325,52
411,20,2,16,2215,2216,10,2215,12,2232,78
412,23,2,16,2266,2271,12,2266,15,2283,111
413,14,2,16,411,412,8,411,9,414,57
414,14,2,16,3056,3297,8,3056,9,3079,95
415,16,2,16,2344,2370,9,2344,24,2361,79
416,16,2,16,1270,1346,8,1271,10,1279,62
417,13,2,16,2289,2310,8,2289,8,2306,52
418,7,2,16,76,97,5,76,5,76,35
419,10,2,16,1020,1020,6,1020,6,1023,43
420,19,2,16,1523,1586,9,1523,12,1534,71
421,20,2,20,13983,14539,11,13991,13,14092,75
422,15,2,20,357,367,8,357,10,359,59
423,18,2,20,8136,8248,8,8136,11,8199,77
424,26,2,20,28762,28765,12,28764,19,28986,92
425,24,2,20,27616,32481,11,27616,15,27831,85
426,20,2,20,39150,39392,10,39158,63,39443,79
427,26,2,20,16230,17620,13,16230,16,16356,96
428,29,2,20,20103,21482,14,20103,19,20260,106
429,21,2,20,6623,9180,11,6623,13,6674,268
430,24,2,20,25189,29299,12,25189,16,25385,199
431,16,2,20,8397,11274,27,8397,11,8462,80
432,14,2,20,10960,12059,8,10962,10,11044,186
433,20,2,20,4934,5237,138,4934,15,4972,82
434,22,2,20,46403,56471,12,46504,15,46743,85
435,29,2,20,42121,51161,224,42122,78,42449,225
436,16,2,20,42869,43373,34,43297,149,43154,925
437,22,2,20,15206,15363,13,15206,15,15256,539
438,16,2,20,45067,47511,12,45069,101,45415,77
439,28,2,20,49201,49328,16,49256,20,49585,185
